# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* ELLNPJPG_00317      K03151  132.87  408.9  1.5e-123 tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]
* ELLNPJPG_00354      K00558  160.57  171.1   9.8e-52 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
* ELLNPJPG_00377      K01409   84.10  394.7    4e-119 N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
* ELLNPJPG_00381      K07494   74.50   92.4   1.6e-27 putative transposase
* ELLNPJPG_00385      K07584   35.60   66.6   1.2e-19 uncharacterized protein
* ELLNPJPG_00386      K02838   26.67   82.3   1.2e-24 ribosome recycling factor
* ELLNPJPG_00390      K01872  198.30  377.7  5.6e-114 alanyl-tRNA synthetase [EC:6.1.1.7]
* ELLNPJPG_00398      K12574  172.07  597.2  2.3e-180 ribonuclease J [EC:3.1.-.-]
* ELLNPJPG_00401      K02986   77.73  181.8   7.8e-55 small subunit ribosomal protein S4
* ELLNPJPG_00402      K03799  133.77  172.3   6.6e-52 heat shock protein HtpX [EC:3.4.24.-]
* ELLNPJPG_00403      K03763  228.33  687.5  1.6e-207 DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]
* ELLNPJPG_00403      K02342  108.03  136.0   5.9e-41 DNA polymerase III subunit epsilon [EC:2.7.7.7]
* ELLNPJPG_00408      K13993   74.27  111.9   1.5e-33 HSP20 family protein
* ELLNPJPG_00411      K07171   19.37   89.1   1.3e-26 mRNA interferase MazF [EC:3.1.-.-]
* ELLNPJPG_00413      K01426  211.53  224.0   1.9e-67 amidase [EC:3.5.1.4]
* ELLNPJPG_00415      K02884   22.50   59.8   1.3e-17 large subunit ribosomal protein L19
* ELLNPJPG_00421      K03763  228.33  348.3  3.5e-105 DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]
* ELLNPJPG_00425      K21498   47.93  113.9   2.7e-34 antitoxin HigA-1
* ELLNPJPG_00446      K02909   22.33   44.5   4.9e-13 large subunit ribosomal protein L31
* ELLNPJPG_00448      K03424   88.03  238.0   7.7e-72 TatD DNase family protein [EC:3.1.21.-]
* ELLNPJPG_00451      K03703  248.20  432.2  1.8e-130 excinuclease ABC subunit C
* ELLNPJPG_00465      K03650  167.93  367.0  9.3e-111 tRNA modification GTPase [EC:3.6.-.-]
* ELLNPJPG_00477      K09769   82.67  318.1   1.6e-96 uncharacterized protein
* ELLNPJPG_00480      K07171   19.37  112.7   8.2e-34 mRNA interferase MazF [EC:3.1.-.-]
* ELLNPJPG_00497      K07494   74.50   94.5   3.8e-28 putative transposase
* ELLNPJPG_00503      K07171   19.37   75.9   1.5e-22 mRNA interferase MazF [EC:3.1.-.-]
* ELLNPJPG_00508      K00566  428.00  474.8  8.6e-144 tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
* ELLNPJPG_00515      K01876  291.87  316.8   1.5e-95 aspartyl-tRNA synthetase [EC:6.1.1.12]
* ELLNPJPG_00516      K03495  121.13  824.9  3.2e-249 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
* ELLNPJPG_00517      K03438  118.37  385.0  2.5e-116 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
* ELLNPJPG_00519      K02913   23.47   29.7   2.6e-08 large subunit ribosomal protein L33
* ELLNPJPG_00520      K02887   55.13  160.1   2.8e-48 large subunit ribosomal protein L20
* ELLNPJPG_00521      K02992  105.13  126.1   5.3e-38 small subunit ribosomal protein S7
* ELLNPJPG_00526      K02864   56.00   78.5   2.9e-23 large subunit ribosomal protein L10
* ELLNPJPG_00527      K02935   28.83   48.8   2.8e-14 large subunit ribosomal protein L7/L12
* ELLNPJPG_00528      K03043  365.63  918.5  2.6e-277 DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
* ELLNPJPG_00529      K03046  542.03 1016.2         0 DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
* ELLNPJPG_00530      K01868  140.00  430.8  5.4e-130 threonyl-tRNA synthetase [EC:6.1.1.3]
* ELLNPJPG_00531      K02520   51.07   56.7     1e-16 translation initiation factor IF-3
* ELLNPJPG_00532      K02520   51.07   54.5     5e-16 translation initiation factor IF-3
* ELLNPJPG_00534      K00384  339.83  352.0  2.8e-106 thioredoxin reductase (NADPH) [EC:1.8.1.9]
* ELLNPJPG_00544      K02931   99.93  177.1   1.3e-53 large subunit ribosomal protein L5
* ELLNPJPG_00548      K02874  102.87  139.3     5e-42 large subunit ribosomal protein L14
* ELLNPJPG_00551      K02878   86.63  168.3   9.4e-51 large subunit ribosomal protein L16
* ELLNPJPG_00552      K02982  108.80  168.1     1e-50 small subunit ribosomal protein S3
* ELLNPJPG_00553      K02890   79.10   88.9   1.5e-26 large subunit ribosomal protein L22
* ELLNPJPG_00554      K02965  108.47  115.5   1.5e-34 small subunit ribosomal protein S19
* ELLNPJPG_00555      K02886  162.97  334.2  5.5e-101 large subunit ribosomal protein L2
* ELLNPJPG_00556      K02892   55.07   56.2   1.9e-16 large subunit ribosomal protein L23
* ELLNPJPG_00557      K02926   76.47  209.5   3.7e-63 large subunit ribosomal protein L4
* ELLNPJPG_00562      K03702  143.73  909.9  1.3e-274 excinuclease ABC subunit B
* ELLNPJPG_00564      K07052   25.67   50.1   8.3e-15 uncharacterized protein
* ELLNPJPG_00565      K02863   98.10  123.7   4.2e-37 large subunit ribosomal protein L1
* ELLNPJPG_00568      K02963   71.50   73.9   6.8e-22 small subunit ribosomal protein S18
* ELLNPJPG_00570      K02939   47.80   61.0   5.3e-18 large subunit ribosomal protein L9
* ELLNPJPG_00575      K01056   46.53  220.5   1.3e-66 peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
* ELLNPJPG_00579      K02916   22.97   51.6   5.1e-15 large subunit ribosomal protein L35
* ELLNPJPG_00581      K02518   47.27   50.6   7.2e-15 translation initiation factor IF-1
* ELLNPJPG_00582      K01265  125.50  249.3   4.4e-75 methionyl aminopeptidase [EC:3.4.11.18]
* ELLNPJPG_00583      K02967  138.30  248.7   3.5e-75 small subunit ribosomal protein S2
* ELLNPJPG_00593      K01875   76.07  383.3  7.1e-116 seryl-tRNA synthetase [EC:6.1.1.11]
* ELLNPJPG_00612      K01890  121.63  448.1    3e-135 phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
* ELLNPJPG_00614      K01887   47.77  361.4  4.7e-109 arginyl-tRNA synthetase [EC:6.1.1.19]
* ELLNPJPG_00615      K10563  195.93  272.6   2.4e-82 formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
* ELLNPJPG_00617      K01972  100.33  622.2  6.9e-188 DNA ligase (NAD+) [EC:6.5.1.2]
* ELLNPJPG_00618      K02867   66.80   71.4     3e-21 large subunit ribosomal protein L11
* ELLNPJPG_00620      K02959   28.23  100.4   5.3e-30 small subunit ribosomal protein S16
* ELLNPJPG_00623      K02906  123.00  233.1   2.9e-70 large subunit ribosomal protein L3
* ELLNPJPG_00624      K02899   49.63  106.1     9e-32 large subunit ribosomal protein L27
* ELLNPJPG_00630      K02503   86.80  118.1   1.7e-35 histidine triad (HIT) family protein
* ELLNPJPG_00632      K01881  159.03  283.1   1.5e-85 prolyl-tRNA synthetase [EC:6.1.1.15]
* ELLNPJPG_00642      K02834   27.27   29.9   1.4e-08 ribosome-binding factor A
* ELLNPJPG_00643      K02519  306.67  439.3  1.4e-132 translation initiation factor IF-2
* ELLNPJPG_00644      K02600   40.37  125.7   8.7e-38 transcription termination/antitermination protein NusA
* ELLNPJPG_00648      K01869  429.83  977.0  8.5e-295 leucyl-tRNA synthetase [EC:6.1.1.4]
* ELLNPJPG_00649      K07171   19.37   24.7   6.5e-07 mRNA interferase MazF [EC:3.1.-.-]
* ELLNPJPG_00654      K02434  265.63  349.6  1.9e-105 aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
* ELLNPJPG_00659      K02996  107.43  155.5   7.9e-47 small subunit ribosomal protein S9
* ELLNPJPG_00660      K02871   70.00  155.6   6.7e-47 large subunit ribosomal protein L13
* ELLNPJPG_00664      K01885  303.63  506.8  4.6e-153 glutamyl-tRNA synthetase [EC:6.1.1.17]
* ELLNPJPG_00666      K02914   18.57   49.3   1.5e-14 large subunit ribosomal protein L34
* ELLNPJPG_00667      K03536   19.73   59.3     2e-17 ribonuclease P protein component [EC:3.1.26.5]
* ELLNPJPG_00669      K04564   29.40  188.2     1e-56 superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
* ELLNPJPG_00696      K08852  204.40  209.1   4.8e-63 serine/threonine-protein kinase/endoribonuclease IRE1 [EC:2.7.11.1 3.1.26.-]
* ELLNPJPG_00711      K01874  236.63  521.1  2.5e-157 methionyl-tRNA synthetase [EC:6.1.1.10]
* ELLNPJPG_00715      K03177  215.57  297.3   8.6e-90 tRNA pseudouridine55 synthase [EC:5.4.99.25]
* ELLNPJPG_00717      K01255  418.07  432.1  2.3e-130 leucyl aminopeptidase [EC:3.4.11.1]
* ELLNPJPG_00721      K01151  122.83  300.5   6.7e-91 deoxyribonuclease IV [EC:3.1.21.2]
* ELLNPJPG_00723      K02888   25.87   65.3   2.5e-19 large subunit ribosomal protein L21
* ELLNPJPG_00725      K01889  109.70  338.3  3.3e-102 phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
* ELLNPJPG_00728      K02355  515.13  902.8  1.3e-272 elongation factor G
* ELLNPJPG_00730      K02358  348.87  587.9  1.6e-177 elongation factor Tu
* ELLNPJPG_00731      K03664   28.77  100.4   4.6e-30 SsrA-binding protein
* ELLNPJPG_00732      K03664   28.77   45.4   2.8e-13 SsrA-binding protein
* ELLNPJPG_00733      K03470  129.20  233.7   1.5e-70 ribonuclease HII [EC:3.1.26.4]
* ELLNPJPG_00744      K01867  137.37  304.0   8.3e-92 tryptophanyl-tRNA synthetase [EC:6.1.1.2]
* ELLNPJPG_00745      K03648   88.37  261.1   1.3e-78 uracil-DNA glycosylase [EC:3.2.2.27]
* ELLNPJPG_00746      K02316   54.50  264.9   9.8e-80 DNA primase [EC:2.7.7.101]
* ELLNPJPG_00748      K02950   85.93  169.7   4.9e-51 small subunit ribosomal protein S12
* ELLNPJPG_00750      K01507   23.07  146.2   8.2e-44 inorganic pyrophosphatase [EC:3.6.1.1]
* ELLNPJPG_00758      K07171   19.37   87.0   5.8e-26 mRNA interferase MazF [EC:3.1.-.-]
