Gene_name,KO_annot
ANKDFBEC_00492,K03799 
ANKDFBEC_00494,K02834 
ANKDFBEC_00495,K02519 
ANKDFBEC_00496,K02600 
ANKDFBEC_00498,K06878 
ANKDFBEC_00499,K07496 
ANKDFBEC_00500,K07496 
ANKDFBEC_00504,K03685 
ANKDFBEC_00505,K06999 
ANKDFBEC_00508,K02355 
ANKDFBEC_00509,K02992 
ANKDFBEC_00510,K02950 
ANKDFBEC_00524,K07171 
ANKDFBEC_00527,K07171 
ANKDFBEC_00532,K04567 
ANKDFBEC_00534,K01869 
ANKDFBEC_00534,K07496 
ANKDFBEC_00535,K03177 
ANKDFBEC_00545,K01297 
ANKDFBEC_00548,K03046 
ANKDFBEC_00549,K03043 
ANKDFBEC_00550,K02935 
ANKDFBEC_00563,K02968 
ANKDFBEC_00564,K02956 
ANKDFBEC_00573,K07334 
ANKDFBEC_00574,K21498 
ANKDFBEC_00580,K03702 
ANKDFBEC_00583,K06925 
ANKDFBEC_00585,K00566 
ANKDFBEC_00590,K02358 
ANKDFBEC_00591,K02909 
ANKDFBEC_00595,K03427 
ANKDFBEC_00595,K01154 
ANKDFBEC_00596,K01154 
ANKDFBEC_00606,K07171 
ANKDFBEC_00610,K07171 
ANKDFBEC_00623,K01056 
ANKDFBEC_00626,K07052 
ANKDFBEC_00627,K01868 
ANKDFBEC_00630,K02867 
ANKDFBEC_00633,K02884 
ANKDFBEC_00650,K07496 
ANKDFBEC_00652,K00600 
ANKDFBEC_00653,K01876 
ANKDFBEC_00658,K01972 
ANKDFBEC_00659,K03652 
ANKDFBEC_00660,K01507 
ANKDFBEC_00661,K02878 
ANKDFBEC_00662,K02982 
ANKDFBEC_00663,K02890 
ANKDFBEC_00664,K02965 
ANKDFBEC_00665,K02886 
ANKDFBEC_00672,K07171 
ANKDFBEC_00675,K21498 
ANKDFBEC_00676,K07171 
ANKDFBEC_00680,K02874 
ANKDFBEC_00682,K02931 
ANKDFBEC_00685,K02954 
ANKDFBEC_00686,K02994 
ANKDFBEC_00687,K02933 
ANKDFBEC_00688,K02881 
ANKDFBEC_00691,K02876 
ANKDFBEC_00694,K01265 
ANKDFBEC_00696,K02919 
ANKDFBEC_00697,K02952 
ANKDFBEC_00698,K02948 
ANKDFBEC_00704,K00558 
ANKDFBEC_00707,K07171 
ANKDFBEC_00714,K07171 
ANKDFBEC_00729,K00558 
ANKDFBEC_00732,K07171 
ANKDFBEC_00740,K01872 
ANKDFBEC_00742,K03470 
ANKDFBEC_00745,K07171 
ANKDFBEC_00759,K01887 
ANKDFBEC_00778,K00943 
ANKDFBEC_00778,K07766 
ANKDFBEC_00779,K00943 
ANKDFBEC_00781,K01151 
ANKDFBEC_00783,K04564 
ANKDFBEC_00790,K01426 
ANKDFBEC_00791,K03799 
ANKDFBEC_00792,K09769 
ANKDFBEC_00797,K07171 
ANKDFBEC_00798,K03218 
ANKDFBEC_00800,K07317 
ANKDFBEC_00806,K01883 
ANKDFBEC_00811,K00566 
ANKDFBEC_00814,K01887 
ANKDFBEC_00834,K03164 
ANKDFBEC_00844,K07171 
ANKDFBEC_00850,K02357 
ANKDFBEC_00851,K03979 
ANKDFBEC_00853,K01156 
ANKDFBEC_00858,K03070 
ANKDFBEC_00860,K02835 
ANKDFBEC_00863,K01889 
ANKDFBEC_00867,K01874 
ANKDFBEC_00869,K01893 
ANKDFBEC_00888,K02434 
ANKDFBEC_00890,K02911 
ANKDFBEC_00892,K03664 
ANKDFBEC_00894,K02871 
ANKDFBEC_00895,K12574 
ANKDFBEC_00898,K01890 
ANKDFBEC_00913,K02887 
ANKDFBEC_00918,K07171 
ANKDFBEC_00944,K02520 
ANKDFBEC_00946,K02916 
ANKDFBEC_00947,K02986 
ANKDFBEC_00948,K03657 
ANKDFBEC_00953,K00558 
ANKDFBEC_00955,K07494 
ANKDFBEC_00957,K01873 
ANKDFBEC_00958,K03438 
ANKDFBEC_00960,K03536 
ANKDFBEC_00995,K21498 
ANKDFBEC_00998,K03168 
ANKDFBEC_00999,K02888 
ANKDFBEC_01001,K01426 
ANKDFBEC_01002,K03703 
ANKDFBEC_01006,K00384 
ANKDFBEC_01013,K01156 
ANKDFBEC_01026,K02503 
ANKDFBEC_01027,K03553 
ANKDFBEC_01028,K02316 
ANKDFBEC_01029,K02864 
ANKDFBEC_01033,K06934 
ANKDFBEC_01034,K01409 
ANKDFBEC_01036,K07584 
ANKDFBEC_01040,K08597 
ANKDFBEC_01041,K06881 
ANKDFBEC_01043,K19055 
ANKDFBEC_01045,K02879 
ANKDFBEC_01057,K03687 
ANKDFBEC_01061,K01867 
ANKDFBEC_01065,K06223 
ANKDFBEC_01066,K01507 
ANKDFBEC_01070,K01889 
ANKDFBEC_01071,K02926 
ANKDFBEC_01074,K07042 
ANKDFBEC_01103,K02968 
ANKDFBEC_01108,K02600 
ANKDFBEC_01109,K02519 
ANKDFBEC_01114,K07488 
ANKDFBEC_01116,K03648 
ANKDFBEC_01121,K02968 
ANKDFBEC_01126,K01507 
ANKDFBEC_01127,K03070 
ANKDFBEC_01128,K07494 
ANKDFBEC_01139,K01874 
ANKDFBEC_01151,K01890 
ANKDFBEC_01155,K01875 
ANKDFBEC_01158,K03177 
ANKDFBEC_01164,K02355 
ANKDFBEC_01170,K03648 
ANKDFBEC_01171,K02967 
ANKDFBEC_01173,K02954 
ANKDFBEC_01177,K07488 
ANKDFBEC_01185,K03685 
ANKDFBEC_01188,K02986 
ANKDFBEC_01190,K01876 
ANKDFBEC_01191,K03652 
ANKDFBEC_01195,K15255 
ANKDFBEC_01196,K03438 
ANKDFBEC_01197,K02911 
ANKDFBEC_01200,K00571 
ANKDFBEC_01205,K01156 
ANKDFBEC_01207,K07171 
ANKDFBEC_01209,K07316 
ANKDFBEC_01213,K07334 
ANKDFBEC_01214,K21498 
ANKDFBEC_01219,K03553 
ANKDFBEC_01222,K01880 
ANKDFBEC_01234,K06218 
ANKDFBEC_01239,K02863 
ANKDFBEC_01240,K02952 
ANKDFBEC_01241,K18554 
ANKDFBEC_01242,K02948 
ANKDFBEC_01243,K03040 
ANKDFBEC_01244,K02879 
ANKDFBEC_01251,K03495 
ANKDFBEC_01253,K01875 
ANKDFBEC_01257,K02884 
ANKDFBEC_01258,K00554 
ANKDFBEC_01260,K01881 
ANKDFBEC_01261,K00943 
ANKDFBEC_01262,K00943 
ANKDFBEC_01264,K06925 
ANKDFBEC_01266,K03977 
ANKDFBEC_01269,K02956 
ANKDFBEC_01277,K02906 
ANKDFBEC_01284,K07171 
ANKDFBEC_01286,K15255 
ANKDFBEC_01292,K03687 
ANKDFBEC_01293,K13993 
ANKDFBEC_01296,K21064 
ANKDFBEC_01299,K02959 
ANKDFBEC_01300,K02913 
ANKDFBEC_01313,K09769 
ANKDFBEC_01315,K03657 
ANKDFBEC_01317,K03763 
ANKDFBEC_01318,K03070 
ANKDFBEC_01326,K02863 
ANKDFBEC_01328,K02838 
ANKDFBEC_01340,K07171 
ANKDFBEC_01347,K02892 
ANKDFBEC_01349,K02867 
ANKDFBEC_01352,K02996 
ANKDFBEC_01354,K02871 
ANKDFBEC_01355,K03536 
ANKDFBEC_01357,K04564 
ANKDFBEC_01358,K03702 
ANKDFBEC_01359,K00600 
ANKDFBEC_01362,K01868 
ANKDFBEC_01363,K18626 
ANKDFBEC_01372,K06999 
ANKDFBEC_01374,K01866 
ANKDFBEC_01377,K02959 
ANKDFBEC_01384,K02355 
ANKDFBEC_01386,K02886 
ANKDFBEC_01389,K01872 
ANKDFBEC_01390,K07334 
ANKDFBEC_01391,K21498 
ANKDFBEC_01395,K07171 
ANKDFBEC_01396,K07171 
ANKDFBEC_01397,K02434 
ANKDFBEC_01403,K04567 
ANKDFBEC_01405,K01056 
ANKDFBEC_01416,K09760 
ANKDFBEC_01425,K00566 
ANKDFBEC_01428,K03799 
ANKDFBEC_01433,K03177 
ANKDFBEC_01435,K02899 
ANKDFBEC_01438,K02950 
ANKDFBEC_01439,K02992 
ANKDFBEC_01441,K02890 
ANKDFBEC_01443,K02982 
ANKDFBEC_01444,K02878 
ANKDFBEC_01448,K02874 
ANKDFBEC_01488,K07496 
ANKDFBEC_01493,K07496 
ANKDFBEC_01494,K07496 
ANKDFBEC_01501,K02316 
ANKDFBEC_01512,K07052 
ANKDFBEC_01516,K07171 
ANKDFBEC_01517,K01866 
ANKDFBEC_01518,K06223 
ANKDFBEC_01518,K01155 
ANKDFBEC_01519,K03424 
ANKDFBEC_01520,K02996 
ANKDFBEC_01524,K10563 
ANKDFBEC_01537,K07171 
ANKDFBEC_01544,K07494 
ANKDFBEC_01550,K09760 
ANKDFBEC_01567,K01255 
ANKDFBEC_01571,K01151 
ANKDFBEC_01574,K02887 
ANKDFBEC_01575,K02913 
ANKDFBEC_01577,K01869 
ANKDFBEC_01595,K01156 
ANKDFBEC_01596,K07171 
ANKDFBEC_01599,K07316 
ANKDFBEC_01603,K01870 
ANKDFBEC_01642,K07316 
ANKDFBEC_01645,K01156 
ANKDFBEC_01651,K07334 
ANKDFBEC_01652,K21498 
ANKDFBEC_01660,K06218 
ANKDFBEC_01663,K03650 
ANKDFBEC_01679,K01972 
ANKDFBEC_01681,K01874 
ANKDFBEC_01696,K18554 
ANKDFBEC_01700,K03111 
ANKDFBEC_01701,K02963 
ANKDFBEC_01703,K02939 
ANKDFBEC_01705,K00384 
ANKDFBEC_01707,K03664 
ANKDFBEC_01710,K02358 
ANKDFBEC_01728,K02838 
ANKDFBEC_01731,K12574 
ANKDFBEC_01735,K07171 
ANKDFBEC_01737,K01881 
ANKDFBEC_01739,K01154 
ANKDFBEC_01740,K03427 
ANKDFBEC_01740,K01154 
ANKDFBEC_01742,K02939 
ANKDFBEC_01743,K02963 
ANKDFBEC_01744,K02990 
ANKDFBEC_01750,K01255 
ANKDFBEC_01753,K02899 
ANKDFBEC_01754,K02967 
ANKDFBEC_01756,K01880 
ANKDFBEC_01758,K01875 
ANKDFBEC_01760,K07496 
ANKDFBEC_01767,K02358 
ANKDFBEC_01769,K03664 
ANKDFBEC_01772,K02906 
ANKDFBEC_01773,K02926 
ANKDFBEC_01775,K02886 
ANKDFBEC_01783,K02909 
ANKDFBEC_01799,K03763 
ANKDFBEC_01799,K02342 
ANKDFBEC_01799,K09951 
ANKDFBEC_01801,K02909 
ANKDFBEC_01809,K21498 
ANKDFBEC_01811,K03763 
ANKDFBEC_01811,K02342 
ANKDFBEC_01845,K07056 
ANKDFBEC_01850,K07171 
ANKDFBEC_01864,K07171 
ANKDFBEC_01871,K01890 
ANKDFBEC_01873,K01867 
ANKDFBEC_01875,K01885 
ANKDFBEC_01908,K18626 
ANKDFBEC_01916,K07494 
ANKDFBEC_01919,K00940 
ANKDFBEC_01923,K03495 
ANKDFBEC_01929,K03046 
ANKDFBEC_01930,K03043 
ANKDFBEC_01931,K02935 
ANKDFBEC_01932,K02864 
ANKDFBEC_01959,K07171 
ANKDFBEC_01967,K01873 
ANKDFBEC_01972,K02835 
ANKDFBEC_01982,K01866 
ANKDFBEC_01984,K03977 
ANKDFBEC_01996,K01409 
ANKDFBEC_01998,K02520 
ANKDFBEC_01999,K02916 
ANKDFBEC_02005,K02931 
ANKDFBEC_02013,K07171 
ANKDFBEC_02023,K18626 
ANKDFBEC_02029,K07171 
ANKDFBEC_02033,K21498 
ANKDFBEC_02039,K07171 
ANKDFBEC_02042,K07171 
ANKDFBEC_02044,K10563 
ANKDFBEC_02049,K07496 
ANKDFBEC_02050,K07491 
ANKDFBEC_02063,K07171 
ANKDFBEC_02074,K07316 
ANKDFBEC_02075,K07171 
ANKDFBEC_02081,K07171 
ANKDFBEC_02085,K07496 
ANKDFBEC_02104,K18682 
ANKDFBEC_02106,K02946 
ANKDFBEC_02133,K03703 
ANKDFBEC_02135,K03424 
ANKDFBEC_02159,K00554 
ANKDFBEC_02161,K01870 
ANKDFBEC_02163,K09769 
ANKDFBEC_02182,K02950 
ANKDFBEC_02183,K02992 
ANKDFBEC_02184,K02965 
ANKDFBEC_02185,K02890 
ANKDFBEC_02189,K02878 
ANKDFBEC_02191,K02874 
ANKDFBEC_02193,K02931 
ANKDFBEC_02208,K01890 
ANKDFBEC_02223,K02876 
ANKDFBEC_02225,K02881 
ANKDFBEC_02226,K02933 
ANKDFBEC_02227,K02994 
ANKDFBEC_02233,K07488 
ANKDFBEC_02235,K00962 
ANKDFBEC_02236,K03151 
ANKDFBEC_02262,K01887 
ANKDFBEC_02263,K02919 
ANKDFBEC_02265,K03168 
ANKDFBEC_02275,K01265 
ANKDFBEC_02276,K02518 
ANKDFBEC_02281,K00962 
ANKDFBEC_02294,K07488 
ANKDFBEC_02303,K07171 
ANKDFBEC_02306,K07171 
ANKDFBEC_02310,K07171 
ANKDFBEC_02312,K07171 
ANKDFBEC_02320,K07334 
ANKDFBEC_02321,K21498 
ANKDFBEC_02335,K07171 
ANKDFBEC_02342,K03648 
ANKDFBEC_02343,K03218 
ANKDFBEC_02345,K01883 
ANKDFBEC_02352,K21498 
ANKDFBEC_02359,K07334 
ANKDFBEC_02360,K21498 
ANKDFBEC_02361,K07584 
ANKDFBEC_02364,K03151 
ANKDFBEC_02365,K07488 
ANKDFBEC_02368,K01426 
ANKDFBEC_02369,K07496 
ANKDFBEC_02370,K03427 
ANKDFBEC_02370,K01154 
ANKDFBEC_02407,K09952 
ANKDFBEC_02408,K09952 
ANKDFBEC_02414,K07496 
ANKDFBEC_02415,K07496 
ANKDFBEC_02426,K18682 
ANKDFBEC_02428,K02946 
ANKDFBEC_02431,K01883 
ANKDFBEC_02449,K07171 
ANKDFBEC_02505,K02503 
ANKDFBEC_02538,K07171 
ANKDFBEC_02543,K07171 
ANKDFBEC_02553,K15342 
ANKDFBEC_02554,K09951 
ANKDFBEC_02556,K01893 
ANKDFBEC_02580,K01885 
ANKDFBEC_02582,K07496 
ANKDFBEC_02585,K07494 
ANKDFBEC_02600,K07334 
ANKDFBEC_02601,K21498 
ANKDFBEC_02607,K03427 
ANKDFBEC_02613,K01154 
ANKDFBEC_02614,K03427 
ANKDFBEC_02614,K01154 
ANKDFBEC_02617,K07171 
ANKDFBEC_02627,K07052 
ANKDFBEC_02639,K07171 
ANKDFBEC_02683,K00571 
ANKDFBEC_02694,K09760 
ANKDFBEC_02698,K07171 
ANKDFBEC_02705,K07488 
ANKDFBEC_02726,K07341 
ANKDFBEC_02743,K07317 
ANKDFBEC_02750,K03977 
ANKDFBEC_02800,K03427 
ANKDFBEC_02819,K02888 
ANKDFBEC_02824,K07171 
ANKDFBEC_02859,K01868 
ANKDFBEC_02874,K07488 
ANKDFBEC_02890,K03427 
ANKDFBEC_02920,K07171 
ANKDFBEC_02923,K00558 
ANKDFBEC_02929,K01875 
ANKDFBEC_02930,K04564 
ANKDFBEC_02934,K03427 
ANKDFBEC_02976,K07171 
ANKDFBEC_02990,K01154 
ANKDFBEC_02993,K07488 
ANKDFBEC_03011,K07171 
ANKDFBEC_03013,K07494 
ANKDFBEC_03021,K03218 
ANKDFBEC_03022,K03470 
ANKDFBEC_03027,K07171 
ANKDFBEC_03053,K07494 
ANKDFBEC_03088,K07341 
ANKDFBEC_03104,K07488 
ANKDFBEC_03108,K07171 
ANKDFBEC_03118,K07171 
ANKDFBEC_03193,K07494 
ANKDFBEC_03201,K00571 
ANKDFBEC_03205,K00558 
ANKDFBEC_03207,K02874 
ANKDFBEC_03211,K07488 
ANKDFBEC_03228,K01887 
ANKDFBEC_03237,K07496 
ANKDFBEC_03257,K02916 
ANKDFBEC_03265,K18554 
ANKDFBEC_03273,K07496 
ANKDFBEC_03310,K06218 
ANKDFBEC_03329,K02954 
ANKDFBEC_03387,K02838 
ANKDFBEC_03423,K21498 
ANKDFBEC_03437,K07171 
ANKDFBEC_03440,K01866 
ANKDFBEC_03453,K07171 
ANKDFBEC_03463,K07171 
ANKDFBEC_03465,K07488 
ANKDFBEC_03474,K00945 
