Gene_name,KO_annot
RHZ35466.1,K03043 
RHZ35468.1,K02931 
RHZ35473.1,K02948 
RHZ35476.1,K02911 
RHZ35484.1,K00600 
RHZ35487.1,K03438 
RHZ35492.1,K03536 
RHZ35494.1,K02863 
RHZ35495.1,K04564 
RHZ35497.1,K01892 
RHZ35506.1,K02933 
RHZ35509.1,K02878 
RHZ35509.1,K02982 
RHZ35510.1,K01265 
RHZ35511.1,K03685 
RHZ35520.1,K01869 
RHZ35528.1,K00943 
RHZ35530.1,K03977 
RHZ35536.1,K02919 
RHZ35540.1,K01887 
RHZ35550.1,K07584 
RHZ35565.1,K02888 
RHZ35567.1,K01056 
RHZ35577.1,K03553 
RHZ35579.1,K01880 
RHZ35584.1,K02909 
RHZ35587.1,K02838 
RHZ35590.1,K03664 
RHZ35592.1,K07496 
RHZ35593.1,K02358 
RHZ35597.1,K07171 
RHZ35606.1,K02916 
RHZ35607.1,K02503 
RHZ35611.1,K01893 
RHZ35614.1,K02879 
RHZ35624.1,K02881 
RHZ35631.1,K02519 
RHZ35633.1,K03703 
RHZ35636.1,K07171 
RHZ35649.1,K07171 
RHZ35654.1,K00573 
RHZ35657.1,K00943 
RHZ35667.1,K01875 
RHZ35682.1,K03657 
RHZ35685.1,K10563 
RHZ35691.1,K00566 
RHZ35694.1,K04567 
RHZ35697.1,K01868 
RHZ35699.1,K02316 
RHZ35701.1,K09769 
RHZ35703.1,K03650 
RHZ35705.1,K08900 
RHZ35714.1,K07171 
RHZ35716.1,K15255 
RHZ35726.1,K07171 
RHZ35728.1,K00573 
RHZ35740.1,K07171 
RHZ35748.1,K00573 
RHZ35758.1,K01889 
RHZ35762.1,K04564 
RHZ35792.1,K07171 
RHZ35801.1,K07494 
RHZ35843.1,K07171 
RHZ35864.1,K07171 
RHZ35879.1,K06223 
RHZ35879.1,K01155 
RHZ35907.1,K07171 
RHZ35910.1,K07171 
RHZ35941.1,K07171 
RHZ35946.1,K21498 
RHZ35963.1,K02982 
RHZ35964.1,K02878 
RHZ35965.1,K02914 
RHZ35966.1,K02886 
RHZ35968.1,K02890 
RHZ35971.1,K01885 
RHZ35978.1,K07496 
RHZ35989.1,K03070 
RHZ35996.1,K03427 
RHZ36009.1,K21498 
RHZ36013.1,K02316 
RHZ36021.1,K03168 
RHZ36035.1,K07171 
RHZ36045.1,K01870 
RHZ36049.1,K02838 
RHZ36053.1,K02996 
RHZ36055.1,K02871 
RHZ36056.1,K03763 
RHZ36056.1,K02342 
RHZ36056.1,K09951 
RHZ36072.1,K21498 
RHZ36077.1,K00857 
RHZ36122.1,K07171 
RHZ36124.1,K07171 
RHZ36133.1,K07171 
RHZ36138.1,K07494 
RHZ36141.1,K07171 
RHZ36156.1,K07171 
RHZ36157.1,K07171 
RHZ36170.1,K07171 
RHZ36173.1,K07488 
RHZ36180.1,K07171 
RHZ36189.1,K07171 
RHZ36196.1,K07171 
RHZ36217.1,K07334 
RHZ36221.1,K09760 
RHZ36232.1,K21498 
RHZ36237.1,K07171 
RHZ36246.1,K02933 
RHZ36249.1,K02876 
RHZ36250.1,K02988 
RHZ36253.1,K07488 
RHZ36264.1,K00525 
RHZ36266.1,K02954 
RHZ36267.1,K02994 
RHZ36270.1,K02888 
RHZ36271.1,K01874 
RHZ36272.1,K01255 
RHZ36294.1,K07494 
RHZ36313.1,K07171 
RHZ36322.1,K01265 
RHZ36323.1,K02919 
RHZ36327.1,K01426 
RHZ36340.1,K02887 
RHZ36342.1,K01876 
RHZ36355.1,K03424 
RHZ36357.1,K02864 
RHZ36359.1,K01874 
RHZ36362.1,K02888 
RHZ36365.1,K21498 
RHZ36366.1,K07334 
RHZ36374.1,K07584 
RHZ36394.1,K01867 
RHZ36398.1,K01873 
RHZ36400.1,K03427 
RHZ36402.1,K01507 
RHZ36403.1,K02909 
RHZ36405.1,K02428 
RHZ36407.1,K10563 
RHZ36408.1,K03553 
RHZ36417.1,K01893 
RHZ36417.1,K01154 
RHZ36434.1,K19164 
RHZ36435.1,K18554 
RHZ36436.1,K02916 
RHZ36440.1,K01255 
RHZ36442.1,K01890 
RHZ36462.1,K00560 
RHZ36466.1,K02926 
RHZ36467.1,K01866 
RHZ36470.1,K03427 
RHZ36470.1,K01154 
RHZ36476.1,K07171 
RHZ36485.1,K01873 
RHZ36493.1,K07171 
RHZ36509.1,K03685 
RHZ36512.1,K04075 
RHZ36515.1,K01893 
RHZ36518.1,K07316 
RHZ36522.1,K07171 
RHZ36526.1,K01156 
RHZ36551.1,K03536 
RHZ36553.1,K01875 
RHZ36562.1,K01867 
RHZ36565.1,K21498 
RHZ36566.1,K07494 
RHZ36586.1,K01892 
RHZ36608.1,K08602 
RHZ36625.1,K00573 
RHZ36626.1,K03470 
RHZ36628.1,K00940 
RHZ36629.1,K01056 
RHZ36630.1,K03427 
RHZ36634.1,K01271 
RHZ36634.1,K01262 
RHZ36634.1,K01265 
RHZ36635.1,K07496 
RHZ36636.1,K00566 
RHZ36637.1,K01156 
RHZ36638.1,K02879 
RHZ36652.1,K01154 
RHZ36677.1,K02956 
RHZ36689.1,K01872 
RHZ36692.1,K02909 
RHZ36695.1,K01409 
RHZ36696.1,K02986 
RHZ36700.1,K07171 
RHZ36715.1,K18626 
RHZ36732.1,K12574 
RHZ36750.1,K03687 
RHZ36752.1,K02434 
RHZ36768.1,K03046 
RHZ36769.1,K03043 
RHZ36770.1,K02935 
RHZ36779.1,K01972 
RHZ36784.1,K03424 
RHZ36788.1,K07584 
RHZ36789.1,K01887 
RHZ36790.1,K03427 
RHZ36792.1,K21498 
RHZ36805.1,K10563 
RHZ36806.1,K01890 
RHZ36810.1,K02906 
RHZ36811.1,K01493 
RHZ36817.1,K03657 
RHZ36824.1,K03702 
RHZ36828.1,K02503 
RHZ36829.1,K03438 
RHZ36835.1,K00384 
RHZ36837.1,K00943 
RHZ36840.1,K02864 
RHZ36843.1,K00287 
RHZ36850.1,K04567 
RHZ36853.1,K02899 
RHZ36854.1,K06999 
RHZ36857.1,K00554 
RHZ36859.1,K07566 
RHZ36861.1,K01507 
RHZ36872.1,K04564 
RHZ36878.1,K02874 
RHZ36880.1,K01889 
RHZ36882.1,K01154 
RHZ36885.1,K07494 
RHZ36888.1,K02931 
RHZ36895.1,K02884 
RHZ36912.1,K07494 
RHZ36913.1,K03427 
RHZ36916.1,K01869 
RHZ36919.1,K02887 
RHZ36920.1,K02911 
RHZ36925.1,K01876 
RHZ36927.1,K07052 
RHZ36938.1,K18682 
RHZ36945.1,K03495 
RHZ36946.1,K02863 
RHZ36948.1,K01151 
RHZ36949.1,K03979 
RHZ36951.1,K09769 
RHZ36953.1,K07052 
RHZ36955.1,K02519 
RHZ36956.1,K02600 
RHZ36960.1,K02916 
RHZ36962.1,K03799 
RHZ36963.1,K01890 
RHZ36971.1,K02967 
RHZ36972.1,K07052 
RHZ36973.1,K02867 
RHZ36978.1,K03648 
RHZ36980.1,K03218 
RHZ36981.1,K02968 
RHZ36987.1,K02835 
RHZ36989.1,K19221 
RHZ36990.1,K03977 
RHZ36991.1,K07171 
RHZ36998.1,K02939 
RHZ36999.1,K00962 
RHZ37005.1,K06925 
RHZ37009.1,K00600 
RHZ37013.1,K03703 
RHZ37018.1,K02959 
RHZ37020.1,K03652 
RHZ37021.1,K02913 
RHZ37023.1,K00029 
RHZ37027.1,K03553 
RHZ37030.1,K01154 
RHZ37031.1,K03427 
RHZ37031.1,K01154 
RHZ37035.1,K02950 
RHZ37036.1,K02992 
RHZ37038.1,K02520 
RHZ37039.1,K03177 
RHZ37040.1,K02355 
RHZ37041.1,K00945 
RHZ37043.1,K18554 
RHZ37045.1,K01868 
RHZ37052.1,K03650 
RHZ37054.1,K02358 
RHZ37057.1,K03664 
RHZ37059.1,K01880 
RHZ37103.1,K01409 
RHZ37108.1,K02874 
RHZ37109.1,K03652 
RHZ37112.1,K12574 
RHZ37114.1,K07052 
RHZ37123.1,K01883 
RHZ37125.1,K02434 
RHZ37128.1,K02956 
RHZ37132.1,K19221 
RHZ37135.1,K07488 
RHZ37137.1,K07566 
RHZ37138.1,K03799 
RHZ37140.1,K06925 
RHZ37142.1,K01868 
RHZ37143.1,K00940 
RHZ37144.1,K07496 
RHZ37158.1,K01154 
RHZ37159.1,K02876 
RHZ37165.1,K02988 
RHZ37166.1,K02881 
RHZ37181.1,K02503 
RHZ37182.1,K00525 
RHZ37188.1,K18918 
RHZ37191.1,K07496 
RHZ37192.1,K02519 
RHZ37195.1,K02600 
RHZ37196.1,K00287 
RHZ37197.1,K01875 
RHZ37207.1,K04075 
RHZ37212.1,K03685 
RHZ37214.1,K04567 
RHZ37224.1,K03495 
RHZ37225.1,K00554 
RHZ37226.1,K06999 
RHZ37229.1,K03427 
RHZ37229.1,K01154 
RHZ37232.1,K02316 
RHZ37236.1,K01154 
RHZ37238.1,K00029 
RHZ37239.1,K01493 
RHZ37240.1,K03470 
RHZ37242.1,K03703 
RHZ37243.1,K03168 
RHZ37244.1,K03664 
RHZ37276.1,K02884 
RHZ37277.1,K18554 
RHZ37278.1,K02520 
RHZ37279.1,K02950 
RHZ37280.1,K02992 
RHZ37281.1,K02355 
RHZ37282.1,K00945 
RHZ37291.1,K01426 
RHZ37292.1,K03650 
RHZ37293.1,K00566 
RHZ37294.1,K03979 
RHZ37295.1,K01972 
RHZ37296.1,K03218 
RHZ37297.1,K02968 
RHZ37298.1,K09769 
RHZ37302.1,K01880 
RHZ37305.1,K07488 
RHZ37306.1,K03702 
RHZ37310.1,K02863 
RHZ37311.1,K02994 
RHZ37312.1,K02933 
RHZ37314.1,K02899 
RHZ37317.1,K01890 
RHZ37319.1,K02838 
RHZ37339.1,K03427 
RHZ37340.1,K07052 
RHZ37341.1,K02963 
RHZ37345.1,K03070 
RHZ37350.1,K07488 
RHZ37372.1,K03687 
RHZ37406.1,K01056 
RHZ37464.1,K00857 
RHZ37472.1,K01887 
RHZ37473.1,K02906 
RHZ37488.1,K07488 
RHZ37499.1,K02886 
RHZ37504.1,K01872 
RHZ37508.1,K02878 
RHZ37510.1,K02890 
RHZ37513.1,K02939 
RHZ37514.1,K00962 
RHZ37516.1,K00384 
RHZ37519.1,K21064 
RHZ37527.1,K01156 
RHZ37528.1,K07171 
RHZ37529.1,K03177 
RHZ37532.1,K01870 
RHZ37533.1,K07316 
RHZ37548.1,K02926 
RHZ37550.1,K01885 
RHZ37553.1,K01866 
RHZ37555.1,K18554 
RHZ37556.1,K02914 
RHZ37557.1,K00943 
RHZ37563.1,K07496 
RHZ37564.1,K02952 
RHZ37569.1,K07334 
RHZ37570.1,K21498 
RHZ37573.1,K07494 
RHZ37584.1,K01265 
RHZ37586.1,K02871 
RHZ37587.1,K02996 
RHZ37588.1,K03648 
RHZ37589.1,K03427 
RHZ37590.1,K02913 
RHZ37591.1,K03763 
RHZ37591.1,K02342 
RHZ37591.1,K09951 
RHZ37593.1,K02959 
RHZ37602.1,K07171 
RHZ37632.1,K02879 
RHZ37633.1,K07052 
RHZ37639.1,K03977 
RHZ37647.1,K03438 
RHZ37649.1,K02967 
RHZ37652.1,K18682 
RHZ37655.1,K02835 
RHZ37656.1,K03427 
RHZ37659.1,K07171 
RHZ37660.1,K01156 
RHZ37662.1,K02931 
RHZ37672.1,K01869 
RHZ37684.1,K07171 
RHZ37690.1,K11754 
RHZ37691.1,K03652 
RHZ37699.1,K02935 
RHZ37704.1,K03046 
RHZ37704.1,K03043 
RHZ37705.1,K00600 
RHZ37724.1,K07171 
RHZ37732.1,K02986 
RHZ37735.1,K13993 
RHZ37739.1,K03536 
RHZ37741.1,K06934 
RHZ37746.1,K03427 
RHZ37762.1,K03657 
RHZ37780.1,K07171 
RHZ37781.1,K00560 
RHZ37786.1,K02358 
RHZ37788.1,K08602 
RHZ37794.1,K06218 
