# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* ANKDFBEC_00173      K13993   74.27  118.8   5.7e-35 HSP20 family protein
* ANKDFBEC_00174      K02911   21.47   33.3   8.7e-09 large subunit ribosomal protein L32
* ANKDFBEC_00176      K03438  118.37  396.8  2.9e-119 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
* ANKDFBEC_00178      K02913   23.47   30.0   9.5e-08 large subunit ribosomal protein L33
* ANKDFBEC_00179      K02887   55.13  156.8   1.3e-46 large subunit ribosomal protein L20
* ANKDFBEC_00180      K02916   22.97   47.5   4.4e-13 large subunit ribosomal protein L35
* ANKDFBEC_00186      K07171   19.37   88.3   1.1e-25 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00188      K07171   19.37   79.9   4.1e-23 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00191      K09951   23.40   39.2   9.5e-11 CRISPR-associated protein Cas2
* ANKDFBEC_00192      K15342   81.73  131.0     1e-38 CRISP-associated protein Cas1
* ANKDFBEC_00193      K09952  118.17  254.1   6.9e-76 CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]
* ANKDFBEC_00216      K09952  118.17  173.9   1.1e-51 CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]
* ANKDFBEC_00218      K03657  379.80  511.7  9.1e-154 DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
* ANKDFBEC_00221      K02996  107.43  173.1   1.6e-51 small subunit ribosomal protein S9
* ANKDFBEC_00222      K02871   70.00  166.7   1.3e-49 large subunit ribosomal protein L13
* ANKDFBEC_00228      K03553  103.57  356.7  3.6e-107 recombination protein RecA
* ANKDFBEC_00229      K00945   76.83  223.2   1.3e-66 CMP/dCMP kinase [EC:2.7.4.25]
* ANKDFBEC_00231      K01880  107.30  297.1   6.7e-89 glycyl-tRNA synthetase [EC:6.1.1.14]
* ANKDFBEC_00234      K02919   27.60   69.7   7.1e-20 large subunit ribosomal protein L36
* ANKDFBEC_00236      K01265  125.50  249.0   2.5e-74 methionyl aminopeptidase [EC:3.4.11.18]
* ANKDFBEC_00237      K00600   55.33  573.1  1.6e-172 glycine hydroxymethyltransferase [EC:2.1.2.1]
* ANKDFBEC_00238      K00287   53.23  162.3   2.9e-48 dihydrofolate reductase [EC:1.5.1.3]
* ANKDFBEC_00244      K03427   97.00  255.4   2.5e-76 type I restriction enzyme M protein [EC:2.1.1.72]
* ANKDFBEC_00244      K01154   25.93   71.5   1.4e-20 type I restriction enzyme, S subunit [EC:3.1.21.3]
* ANKDFBEC_00245      K07488   43.87   45.8     1e-12 transposase
* ANKDFBEC_00251      K02879   35.07  104.0   2.2e-30 large subunit ribosomal protein L17
* ANKDFBEC_00252      K03040  130.30  167.9   5.9e-50 DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]
* ANKDFBEC_00253      K02948   97.70  118.1     1e-34 small subunit ribosomal protein S11
* ANKDFBEC_00254      K02952  115.63  133.6   1.2e-39 small subunit ribosomal protein S13
* ANKDFBEC_00255      K01876  291.87  339.7  8.2e-102 aspartyl-tRNA synthetase [EC:6.1.1.12]
* ANKDFBEC_00258      K01056   46.53  219.5   1.2e-65 peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
* ANKDFBEC_00264      K02931   99.93  180.2   6.8e-54 large subunit ribosomal protein L5
* ANKDFBEC_00267      K02874  102.87  132.7   2.5e-39 large subunit ribosomal protein L14
* ANKDFBEC_00270      K02878   86.63  164.0   9.1e-49 large subunit ribosomal protein L16
* ANKDFBEC_00271      K02982  108.80  173.0   1.6e-51 small subunit ribosomal protein S3
* ANKDFBEC_00272      K02890   79.10   83.5   3.2e-24 large subunit ribosomal protein L22
* ANKDFBEC_00273      K02965  108.47  114.3   1.6e-33 small subunit ribosomal protein S19
* ANKDFBEC_00274      K02992  105.13  146.1   1.9e-43 small subunit ribosomal protein S7
* ANKDFBEC_00275      K02950   85.93  161.7   6.2e-48 small subunit ribosomal protein S12
* ANKDFBEC_00277      K01873  589.77  765.0  2.3e-230 valyl-tRNA synthetase [EC:6.1.1.9]
* ANKDFBEC_00279      K03046  542.03 1005.0  1.4e-302 DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
* ANKDFBEC_00280      K03043  365.63  833.9  4.2e-251 DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
* ANKDFBEC_00281      K02935   28.83   57.5   2.9e-16 large subunit ribosomal protein L7/L12
* ANKDFBEC_00282      K02864   56.00   80.3   3.6e-23 large subunit ribosomal protein L10
* ANKDFBEC_00284      K02863   98.10  132.7   3.5e-39 large subunit ribosomal protein L1
* ANKDFBEC_00285      K02867   66.80   95.1     9e-28 large subunit ribosomal protein L11
* ANKDFBEC_00286      K01881  159.03  294.2     3e-88 prolyl-tRNA synthetase [EC:6.1.1.15]
* ANKDFBEC_00288      K02503   86.80  113.0   2.8e-33 histidine triad (HIT) family protein
* ANKDFBEC_00289      K01151  122.83  289.1   9.1e-87 deoxyribonuclease IV [EC:3.1.21.2]
* ANKDFBEC_00293      K01255  418.07  451.9  1.1e-135 leucyl aminopeptidase [EC:3.4.11.1]
* ANKDFBEC_00301      K02956   32.03   59.1   9.8e-17 small subunit ribosomal protein S15
* ANKDFBEC_00312      K01893  376.90  626.7    1e-188 asparaginyl-tRNA synthetase [EC:6.1.1.22]
* ANKDFBEC_00321      K01872  198.30  387.5  2.8e-116 alanyl-tRNA synthetase [EC:6.1.1.7]
* ANKDFBEC_00325      K09760   96.00  124.1   1.3e-36 DNA recombination protein RmuC
* ANKDFBEC_00327      K03702  143.73  959.6  6.1e-289 excinuclease ABC subunit B
* ANKDFBEC_00330      K02316   54.50  267.1     1e-79 DNA primase [EC:2.7.7.101]
* ANKDFBEC_00331      K02986   77.73  184.3   6.1e-55 small subunit ribosomal protein S4
* ANKDFBEC_00335      K03685  157.10  207.4   8.2e-62 ribonuclease III [EC:3.1.26.3]
* ANKDFBEC_00338      K01885  303.63  508.7  5.7e-153 glutamyl-tRNA synthetase [EC:6.1.1.17]
* ANKDFBEC_00340      K02914   18.57   47.3   2.9e-13 large subunit ribosomal protein L34
* ANKDFBEC_00341      K03536   19.73   63.1   6.4e-18 ribonuclease P protein component [EC:3.1.26.5]
* ANKDFBEC_00343      K04564   29.40  177.9   6.2e-53 superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
* ANKDFBEC_00346      K02838   26.67   85.9   4.8e-25 ribosome recycling factor
* ANKDFBEC_00350      K03703  248.20  437.0  3.1e-131 excinuclease ABC subunit C
* ANKDFBEC_00352      K07171   19.37   57.7   2.5e-16 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00366      K07584   35.60   74.5   1.9e-21 uncharacterized protein
* ANKDFBEC_00367      K02888   25.87   76.4   4.9e-22 large subunit ribosomal protein L21
* ANKDFBEC_00369      K03470  129.20  232.4   1.7e-69 ribonuclease HII [EC:3.1.26.4]
* ANKDFBEC_00371      K02939   47.80   62.0   1.2e-17 large subunit ribosomal protein L9
* ANKDFBEC_00372      K02963   71.50   73.8   3.3e-21 small subunit ribosomal protein S18
* ANKDFBEC_00373      K03111   24.80   26.8   7.7e-07 single-strand DNA-binding protein
* ANKDFBEC_00412      K15255   91.03  328.2   1.7e-98 ATP-dependent DNA helicase PIF1 [EC:3.6.4.12]
* ANKDFBEC_00418      K03650  167.93  444.2  2.1e-133 tRNA modification GTPase [EC:3.6.-.-]
* ANKDFBEC_00420      K03763  228.33  687.2  9.1e-207 DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]
* ANKDFBEC_00420      K02342  108.03  139.9   1.8e-41 DNA polymerase III subunit epsilon [EC:2.7.7.7]
* ANKDFBEC_00423      K03763  228.33  339.6  6.8e-102 DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]
* ANKDFBEC_00427      K02959   28.23  101.8   9.4e-30 small subunit ribosomal protein S16
* ANKDFBEC_00430      K03495  121.13  827.9  1.8e-249 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
* ANKDFBEC_00439      K01868  140.00  445.1  1.2e-133 threonyl-tRNA synthetase [EC:6.1.1.3]
* ANKDFBEC_00441      K02520   51.07  135.1   6.8e-40 translation initiation factor IF-3
* ANKDFBEC_00443      K10563  195.93  281.2   2.8e-84 formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
* ANKDFBEC_00450      K07171   19.37   75.0   1.3e-21 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00467      K00945   76.83  205.7   2.5e-61 CMP/dCMP kinase [EC:2.7.4.25]
* ANKDFBEC_00468      K07496   31.67  101.7     8e-30 putative transposase
* ANKDFBEC_00469      K07496   31.67   66.1   4.7e-19 putative transposase
* ANKDFBEC_00477      K00940  131.40  243.1   1.1e-72 nucleoside-diphosphate kinase [EC:2.7.4.6]
* ANKDFBEC_00481      K02906  123.00  240.6   7.3e-72 large subunit ribosomal protein L3
* ANKDFBEC_00483      K02926   76.47  202.8   1.9e-60 large subunit ribosomal protein L4
* ANKDFBEC_00484      K02892   55.07   57.3   3.9e-16 large subunit ribosomal protein L23
* ANKDFBEC_00488      K00962  149.47  619.4  2.1e-186 polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
* ANKDFBEC_00492      K03799  133.77  157.0   1.4e-46 heat shock protein HtpX [EC:3.4.24.-]
* ANKDFBEC_00494      K02834   27.27   38.2   1.9e-10 ribosome-binding factor A
* ANKDFBEC_00495      K02519  306.67  481.8  9.6e-145 translation initiation factor IF-2
* ANKDFBEC_00496      K02600   40.37  234.6   3.9e-70 transcription termination/antitermination protein NusA
* ANKDFBEC_00498      K06878  111.70  132.5   1.9e-39 tRNA-binding protein
* ANKDFBEC_00499      K07496   31.67  159.7   2.2e-47 putative transposase
* ANKDFBEC_00500      K07496   31.67  152.8   2.7e-45 putative transposase
* ANKDFBEC_00504      K03685  157.10  219.0   2.5e-65 ribonuclease III [EC:3.1.26.3]
* ANKDFBEC_00505      K06999  106.67  110.2   2.2e-32 phospholipase/carboxylesterase
* ANKDFBEC_00508      K02355  515.13  973.5  2.8e-293 elongation factor G
* ANKDFBEC_00509      K02992  105.13  154.5   5.4e-46 small subunit ribosomal protein S7
* ANKDFBEC_00510      K02950   85.93  195.1   4.1e-58 small subunit ribosomal protein S12
* ANKDFBEC_00524      K07171   19.37   35.7   1.3e-09 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00527      K07171   19.37   38.7   1.6e-10 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00532      K04567  302.73  657.0  8.5e-198 lysyl-tRNA synthetase, class II [EC:6.1.1.6]
* ANKDFBEC_00534      K01869  429.83  947.9  2.3e-285 leucyl-tRNA synthetase [EC:6.1.1.4]
* ANKDFBEC_00534      K07496   31.67  219.1   2.2e-65 putative transposase
* ANKDFBEC_00535      K03177  215.57  289.2   1.1e-86 tRNA pseudouridine55 synthase [EC:5.4.99.25]
* ANKDFBEC_00545      K01297   68.23  130.7   1.2e-38 muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]
* ANKDFBEC_00548      K03046  542.03 1007.8  2.1e-303 DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
* ANKDFBEC_00549      K03043  365.63  852.3  1.1e-256 DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
* ANKDFBEC_00550      K02935   28.83   67.9   1.9e-19 large subunit ribosomal protein L7/L12
* ANKDFBEC_00563      K02968   35.03   65.8   9.1e-19 small subunit ribosomal protein S20
* ANKDFBEC_00564      K02956   32.03   63.2   5.7e-18 small subunit ribosomal protein S15
* ANKDFBEC_00573      K07334   76.87   86.6   3.1e-25 toxin HigB-1
* ANKDFBEC_00574      K21498   47.93  116.9   1.5e-34 antitoxin HigA-1
* ANKDFBEC_00580      K03702  143.73  959.3  7.5e-289 excinuclease ABC subunit B
* ANKDFBEC_00583      K06925   47.07  115.4   6.4e-34 tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
* ANKDFBEC_00585      K00566  428.00  480.2  8.7e-145 tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
* ANKDFBEC_00590      K02358  348.87  749.8  9.6e-226 elongation factor Tu
* ANKDFBEC_00591      K02909   22.33   73.4   2.3e-21 large subunit ribosomal protein L31
* ANKDFBEC_00595      K03427   97.00  273.6     8e-82 type I restriction enzyme M protein [EC:2.1.1.72]
* ANKDFBEC_00595      K01154   25.93   84.6   1.4e-24 type I restriction enzyme, S subunit [EC:3.1.21.3]
* ANKDFBEC_00596      K01154   25.93   39.0   9.7e-11 type I restriction enzyme, S subunit [EC:3.1.21.3]
* ANKDFBEC_00606      K07171   19.37   90.6   2.3e-26 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00610      K07171   19.37   58.0     2e-16 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00623      K01056   46.53  225.8   1.4e-67 peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
* ANKDFBEC_00626      K07052   25.67   55.3     1e-15 uncharacterized protein
* ANKDFBEC_00627      K01868  140.00  435.4  1.1e-130 threonyl-tRNA synthetase [EC:6.1.1.3]
* ANKDFBEC_00630      K02867   66.80   81.4   1.3e-23 large subunit ribosomal protein L11
* ANKDFBEC_00633      K02884   22.50   67.6   2.5e-19 large subunit ribosomal protein L19
* ANKDFBEC_00650      K07496   31.67  219.0   2.4e-65 putative transposase
* ANKDFBEC_00652      K00600   55.33  568.1  5.3e-171 glycine hydroxymethyltransferase [EC:2.1.2.1]
* ANKDFBEC_00653      K01876  291.87  355.1  1.8e-106 aspartyl-tRNA synthetase [EC:6.1.1.12]
* ANKDFBEC_00658      K01972  100.33  634.3  7.3e-191 DNA ligase (NAD+) [EC:6.5.1.2]
* ANKDFBEC_00659      K03652   51.33  227.3   5.9e-68 DNA-3-methyladenine glycosylase [EC:3.2.2.21]
* ANKDFBEC_00660      K01507   23.07  149.9     3e-44 inorganic pyrophosphatase [EC:3.6.1.1]
* ANKDFBEC_00661      K02878   86.63  174.4   6.4e-52 large subunit ribosomal protein L16
* ANKDFBEC_00662      K02982  108.80  164.3   7.3e-49 small subunit ribosomal protein S3
* ANKDFBEC_00663      K02890   79.10   95.6   6.6e-28 large subunit ribosomal protein L22
* ANKDFBEC_00664      K02965  108.47  119.9   3.2e-35 small subunit ribosomal protein S19
* ANKDFBEC_00665      K02886  162.97  324.4   2.3e-97 large subunit ribosomal protein L2
* ANKDFBEC_00672      K07171   19.37   66.9   3.8e-19 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00675      K21498   47.93   71.9   1.1e-20 antitoxin HigA-1
* ANKDFBEC_00676      K07171   19.37   70.7   2.7e-20 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00680      K02874  102.87  124.3   9.5e-37 large subunit ribosomal protein L14
* ANKDFBEC_00682      K02931   99.93  189.8   7.9e-57 large subunit ribosomal protein L5
* ANKDFBEC_00685      K02954   24.90   57.0   4.3e-16 small subunit ribosomal protein S14
* ANKDFBEC_00686      K02994   89.83  132.2   3.4e-39 small subunit ribosomal protein S8
* ANKDFBEC_00687      K02933  112.43  138.5     6e-41 large subunit ribosomal protein L6
* ANKDFBEC_00688      K02881   60.30   88.7   9.2e-26 large subunit ribosomal protein L18
* ANKDFBEC_00691      K02876   42.03  149.7   2.5e-44 large subunit ribosomal protein L15
* ANKDFBEC_00694      K01265  125.50  246.9   1.1e-73 methionyl aminopeptidase [EC:3.4.11.18]
* ANKDFBEC_00696      K02919   27.60   61.7   1.9e-17 large subunit ribosomal protein L36
* ANKDFBEC_00697      K02952  115.63  135.6   2.8e-40 small subunit ribosomal protein S13
* ANKDFBEC_00698      K02948   97.70  101.4   1.3e-29 small subunit ribosomal protein S11
* ANKDFBEC_00704      K00558  160.57  296.7   3.8e-89 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
* ANKDFBEC_00707      K07171   19.37   92.1   7.5e-27 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00714      K07171   19.37   86.6   3.6e-25 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00729      K00558  160.57  275.6     9e-83 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
* ANKDFBEC_00732      K07171   19.37   82.6     6e-24 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00740      K01872  198.30  289.0   1.6e-86 alanyl-tRNA synthetase [EC:6.1.1.7]
* ANKDFBEC_00742      K03470  129.20  240.8   4.6e-72 ribonuclease HII [EC:3.1.26.4]
* ANKDFBEC_00745      K07171   19.37   81.3   1.5e-23 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00759      K01887   47.77  368.5  1.5e-110 arginyl-tRNA synthetase [EC:6.1.1.19]
* ANKDFBEC_00778      K00943   98.17  159.0   2.9e-47 dTMP kinase [EC:2.7.4.9]
* ANKDFBEC_00778      K07766   88.53   93.0   4.2e-27 diphosphoinositol-polyphosphate diphosphatase [EC:3.6.1.52]
* ANKDFBEC_00779      K00943   98.17  129.1   3.7e-38 dTMP kinase [EC:2.7.4.9]
* ANKDFBEC_00781      K01151  122.83  302.3   8.6e-91 deoxyribonuclease IV [EC:3.1.21.2]
* ANKDFBEC_00783      K04564   29.40  176.2     2e-52 superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
* ANKDFBEC_00790      K01426  211.53  234.8   4.4e-70 amidase [EC:3.5.1.4]
* ANKDFBEC_00791      K03799  133.77  151.4   7.2e-45 heat shock protein HtpX [EC:3.4.24.-]
* ANKDFBEC_00792      K09769   82.67  316.1     3e-95 uncharacterized protein
* ANKDFBEC_00797      K07171   19.37   91.4   1.2e-26 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00798      K03218  217.53  221.1   3.7e-66 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]
* ANKDFBEC_00800      K07317  150.63  193.8   1.2e-57 adenine-specific DNA-methyltransferase [EC:2.1.1.72]
* ANKDFBEC_00806      K01883  398.70  443.0  6.1e-133 cysteinyl-tRNA synthetase [EC:6.1.1.16]
* ANKDFBEC_00811      K00566  428.00  485.6    2e-146 tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
* ANKDFBEC_00814      K01887   47.77  352.7  8.9e-106 arginyl-tRNA synthetase [EC:6.1.1.19]
* ANKDFBEC_00834      K03164  252.80  272.8   9.2e-82 DNA topoisomerase II [EC:5.6.2.2]
* ANKDFBEC_00844      K07171   19.37   60.1   4.5e-17 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00850      K02357  118.20  188.0   5.7e-56 elongation factor Ts
* ANKDFBEC_00851      K03979  160.43  454.4  1.2e-136 GTPase [EC:3.6.5.-]
* ANKDFBEC_00853      K01156  140.97  155.5     4e-46 type III restriction enzyme [EC:3.1.21.5]
* ANKDFBEC_00858      K03070  152.83  707.0  7.7e-213 preprotein translocase subunit SecA [EC:7.4.2.8]
* ANKDFBEC_00860      K02835  355.80  440.8    2e-132 peptide chain release factor 1
* ANKDFBEC_00863      K01889  109.70  344.7  1.8e-103 phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
* ANKDFBEC_00867      K01874  236.63  494.8    1e-148 methionyl-tRNA synthetase [EC:6.1.1.10]
* ANKDFBEC_00869      K01893  376.90  617.4  6.6e-186 asparaginyl-tRNA synthetase [EC:6.1.1.22]
* ANKDFBEC_00888      K02434  265.63  352.6  1.1e-105 aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
* ANKDFBEC_00890      K02911   21.47   37.2   5.3e-10 large subunit ribosomal protein L32
* ANKDFBEC_00892      K03664   28.77  131.2   8.2e-39 SsrA-binding protein
* ANKDFBEC_00894      K02871   70.00  154.1   8.9e-46 large subunit ribosomal protein L13
* ANKDFBEC_00895      K12574  172.07  587.2  1.1e-176 ribonuclease J [EC:3.1.-.-]
* ANKDFBEC_00898      K01890  121.63  282.8   1.2e-84 phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
* ANKDFBEC_00913      K02887   55.13  155.4   3.7e-46 large subunit ribosomal protein L20
* ANKDFBEC_00918      K07171   19.37   86.3   4.4e-25 mRNA interferase MazF [EC:3.1.-.-]
* ANKDFBEC_00944      K02520   51.07  144.1   1.2e-42 translation initiation factor IF-3
* ANKDFBEC_00946      K02916   22.97   30.0   1.1e-07 large subunit ribosomal protein L35
* ANKDFBEC_00947      K02986   77.73  193.3   1.1e-57 small subunit ribosomal protein S4
* ANKDFBEC_00948      K03657  379.80  517.1  2.1e-155 DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
* ANKDFBEC_00953      K00558  160.57  162.2   2.4e-48 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
* ANKDFBEC_00955      K07494   74.50   89.8   4.7e-26 putative transposase
* ANKDFBEC_00957      K01873  589.77  761.3  2.9e-229 valyl-tRNA synthetase [EC:6.1.1.9]
* ANKDFBEC_00958      K03438  118.37  381.6  1.2e-114 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
* ANKDFBEC_00960      K03536   19.73   62.5     1e-17 ribonuclease P protein component [EC:3.1.26.5]
* ANKDFBEC_00995      K21498   47.93   87.6   1.6e-25 antitoxin HigA-1
* ANKDFBEC_00998      K03168  435.60  500.5  2.3e-150 DNA topoisomerase I [EC:5.6.2.1]
* ANKDFBEC_00999      K02888   25.87   94.9   1.2e-27 large subunit ribosomal protein L21
* ANKDFBEC_01001      K01426  211.53  233.9   8.5e-70 amidase [EC:3.5.1.4]
* ANKDFBEC_01002      K03703  248.20  426.2  5.8e-128 excinuclease ABC subunit C
* ANKDFBEC_01006      K00384  339.83  370.7  2.8e-111 thioredoxin reductase (NADPH) [EC:1.8.1.9]
* ANKDFBEC_01013      K01156  140.97  163.8   1.2e-48 type III restriction enzyme [EC:3.1.21.5]
* ANKDFBEC_01026      K02503   86.80  102.6   4.4e-30 histidine triad (HIT) family protein
* ANKDFBEC_01027      K03553  103.57  348.6    1e-104 recombination protein RecA
* ANKDFBEC_01028      K02316   54.50  286.9   9.8e-86 DNA primase [EC:2.7.7.101]
* ANKDFBEC_01029      K02864   56.00   83.4   4.1e-24 large subunit ribosomal protein L10
* ANKDFBEC_01033      K06934   32.83   61.0   1.9e-17 uncharacterized protein
* ANKDFBEC_01034      K01409   84.10  396.2  6.8e-119 N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
* ANKDFBEC_01036      K07584   35.60   69.1   8.7e-20 uncharacterized protein
* ANKDFBEC_01040      K08597  115.77  130.9   1.6e-38 sentrin-specific protease 8 [EC:3.4.22.68]
* ANKDFBEC_01041      K06881  215.23  325.5   8.8e-98 bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]
* ANKDFBEC_01043      K19055   93.40  113.6   2.1e-33 Ala-tRNA(Pro) deacylase [EC:3.1.1.-]
* ANKDFBEC_01045      K02879   35.07  106.8   3.1e-31 large subunit ribosomal protein L17
* ANKDFBEC_01057      K03687   30.90  127.8     1e-37 molecular chaperone GrpE
* ANKDFBEC_01061      K01867  137.37  326.3   6.4e-98 tryptophanyl-tRNA synthetase [EC:6.1.1.2]
* ANKDFBEC_01065      K06223   68.57  151.5   7.1e-45 DNA adenine methylase [EC:2.1.1.72]
* ANKDFBEC_01066      K01507   23.07  142.8   4.2e-42 inorganic pyrophosphatase [EC:3.6.1.1]
