# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* RHZ36436.1          K02916   22.97   42.5   1.1e-11 large subunit ribosomal protein L35
* RHZ36440.1          K01255  418.07  434.5  1.4e-130 leucyl aminopeptidase [EC:3.4.11.1]
* RHZ36442.1          K01890  121.63  282.2   1.3e-84 phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
* RHZ36462.1          K00560   77.53  380.5  1.4e-114 thymidylate synthase [EC:2.1.1.45]
* RHZ36466.1          K02926   76.47  217.5   4.8e-65 large subunit ribosomal protein L4
* RHZ36467.1          K01866   93.67  245.8   1.3e-73 tyrosyl-tRNA synthetase [EC:6.1.1.1]
* RHZ36470.1          K03427   97.00  264.5   3.4e-79 type I restriction enzyme M protein [EC:2.1.1.72]
* RHZ36470.1          K01154   25.93   64.9     1e-18 type I restriction enzyme, S subunit [EC:3.1.21.3]
* RHZ36476.1          K07171   19.37   80.7   1.7e-23 mRNA interferase MazF [EC:3.1.-.-]
* RHZ36485.1          K01873  589.77  754.6  2.4e-227 valyl-tRNA synthetase [EC:6.1.1.9]
* RHZ36493.1          K07171   19.37   77.6   1.5e-22 mRNA interferase MazF [EC:3.1.-.-]
* RHZ36509.1          K03685  157.10  211.0     5e-63 ribonuclease III [EC:3.1.26.3]
* RHZ36512.1          K04075  115.90  192.2   2.5e-57 tRNA(Ile)-lysidine synthase [EC:6.3.4.19]
* RHZ36515.1          K01893  376.90  619.6  1.1e-186 asparaginyl-tRNA synthetase [EC:6.1.1.22]
* RHZ36518.1          K07316  209.03  268.2   2.3e-80 adenine-specific DNA-methyltransferase [EC:2.1.1.72]
* RHZ36522.1          K07171   19.37   85.6   5.4e-25 mRNA interferase MazF [EC:3.1.-.-]
* RHZ36526.1          K01156  140.97  246.3   1.1e-73 type III restriction enzyme [EC:3.1.21.5]
* RHZ36551.1          K03536   19.73   67.1   2.8e-19 ribonuclease P protein component [EC:3.1.26.5]
* RHZ36553.1          K01875   76.07  365.6  5.6e-110 seryl-tRNA synthetase [EC:6.1.1.11]
* RHZ36562.1          K01867  137.37  301.6   1.5e-90 tryptophanyl-tRNA synthetase [EC:6.1.1.2]
* RHZ36565.1          K21498   47.93   86.6   2.4e-25 antitoxin HigA-1
* RHZ36566.1          K07494   74.50   87.3     2e-25 putative transposase
* RHZ36586.1          K01892  276.97  277.6   2.9e-83 histidyl-tRNA synthetase [EC:6.1.1.21]
* RHZ36608.1          K08602  124.97  508.4  5.2e-153 oligoendopeptidase F [EC:3.4.24.-]
* RHZ36625.1          K00573   96.73  250.4   6.2e-75 protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
* RHZ36626.1          K03470  129.20  244.4   2.8e-73 ribonuclease HII [EC:3.1.26.4]
* RHZ36628.1          K00940  131.40  247.2   4.9e-74 nucleoside-diphosphate kinase [EC:2.7.4.6]
* RHZ36629.1          K01056   46.53  235.6   1.1e-70 peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
* RHZ36630.1          K03427   97.00  176.2   1.8e-52 type I restriction enzyme M protein [EC:2.1.1.72]
* RHZ36634.1          K01271  377.77  390.6  1.5e-117 Xaa-Pro dipeptidase [EC:3.4.13.9]
* RHZ36634.1          K01262  246.37  273.9   5.1e-82 Xaa-Pro aminopeptidase [EC:3.4.11.9]
* RHZ36634.1          K01265  125.50  133.6   1.6e-39 methionyl aminopeptidase [EC:3.4.11.18]
* RHZ36635.1          K07496   31.67  313.7     4e-94 putative transposase
* RHZ36636.1          K00566  428.00  471.0  4.2e-142 tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
* RHZ36637.1          K01156  140.97  311.7     2e-93 type III restriction enzyme [EC:3.1.21.5]
* RHZ36638.1          K02879   35.07   74.7   1.3e-21 large subunit ribosomal protein L17
* RHZ36652.1          K01154   25.93   58.8   7.6e-17 type I restriction enzyme, S subunit [EC:3.1.21.3]
* RHZ36677.1          K02956   32.03   70.1   3.4e-20 small subunit ribosomal protein S15
* RHZ36689.1          K01872  198.30  267.4   3.9e-80 alanyl-tRNA synthetase [EC:6.1.1.7]
* RHZ36692.1          K02909   22.33   37.6   2.4e-10 large subunit ribosomal protein L31
* RHZ36695.1          K01409   84.10  398.1  1.3e-119 N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
* RHZ36696.1          K02986   77.73  154.9   4.2e-46 small subunit ribosomal protein S4
* RHZ36700.1          K07171   19.37   58.8   8.7e-17 mRNA interferase MazF [EC:3.1.-.-]
* RHZ36715.1          K18626   84.83   97.8   5.5e-29 trichohyalin
* RHZ36732.1          K12574  172.07  584.0  7.7e-176 ribonuclease J [EC:3.1.-.-]
* RHZ36750.1          K03687   30.90  105.6   4.2e-31 molecular chaperone GrpE
* RHZ36752.1          K02434  265.63  361.3  1.9e-108 aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
* RHZ36768.1          K03046  542.03  986.0  6.1e-297 DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
* RHZ36769.1          K03043  365.63  927.1  2.3e-279 DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
* RHZ36770.1          K02935   28.83   33.3   5.4e-09 large subunit ribosomal protein L7/L12
* RHZ36779.1          K01972  100.33  646.2  1.4e-194 DNA ligase (NAD+) [EC:6.5.1.2]
* RHZ36784.1          K03424   88.03  256.4     7e-77 TatD DNase family protein [EC:3.1.21.-]
* RHZ36788.1          K07584   35.60   73.8   2.4e-21 uncharacterized protein
* RHZ36789.1          K01887   47.77  367.5  2.2e-110 arginyl-tRNA synthetase [EC:6.1.1.19]
* RHZ36790.1          K03427   97.00  152.1   3.7e-45 type I restriction enzyme M protein [EC:2.1.1.72]
* RHZ36792.1          K21498   47.93   98.5   5.3e-29 antitoxin HigA-1
* RHZ36805.1          K10563  195.93  271.5   1.8e-81 formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
* RHZ36806.1          K01890  121.63  289.4   9.1e-87 phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
* RHZ36810.1          K02906  123.00  251.1   3.5e-75 large subunit ribosomal protein L3
