Gene_name,KO_annot
JJHKIGFC_00294,K02874 
JJHKIGFC_00296,K02931 
JJHKIGFC_00297,K02954 
JJHKIGFC_00298,K02994 
JJHKIGFC_00299,K02933 
JJHKIGFC_00300,K02881 
JJHKIGFC_00304,K02876 
JJHKIGFC_00315,K03427 
JJHKIGFC_00319,K02884 
JJHKIGFC_00321,K02867 
JJHKIGFC_00322,K03977 
JJHKIGFC_00327,K01889 
JJHKIGFC_00331,K21498 
JJHKIGFC_00334,K07334 
JJHKIGFC_00335,K21498 
JJHKIGFC_00342,K07056 
JJHKIGFC_00346,K03495 
JJHKIGFC_00365,K01885 
JJHKIGFC_00370,K07171 
JJHKIGFC_00374,K01156 
JJHKIGFC_00379,K01972 
JJHKIGFC_00380,K03652 
JJHKIGFC_00383,K03703 
JJHKIGFC_00394,K21498 
JJHKIGFC_00400,K07496 
JJHKIGFC_00434,K02357 
JJHKIGFC_00437,K00940 
JJHKIGFC_00440,K02863 
JJHKIGFC_00442,K02838 
JJHKIGFC_00450,K01866 
JJHKIGFC_00458,K02935 
JJHKIGFC_00459,K03043 
JJHKIGFC_00460,K03046 
JJHKIGFC_00463,K03657 
JJHKIGFC_00464,K03427 
JJHKIGFC_00465,K07584 
JJHKIGFC_00467,K01409 
JJHKIGFC_00473,K02864 
JJHKIGFC_00476,K07171 
JJHKIGFC_00484,K01893 
JJHKIGFC_00487,K01874 
JJHKIGFC_00492,K21498 
JJHKIGFC_00496,K02871 
JJHKIGFC_00497,K03438 
JJHKIGFC_00500,K01873 
JJHKIGFC_00513,K01056 
JJHKIGFC_00516,K07052 
JJHKIGFC_00517,K01868 
JJHKIGFC_00521,K01507 
JJHKIGFC_00522,K02878 
JJHKIGFC_00523,K02982 
JJHKIGFC_00524,K02890 
JJHKIGFC_00525,K02965 
JJHKIGFC_00526,K02886 
JJHKIGFC_00530,K02948 
JJHKIGFC_00531,K02952 
JJHKIGFC_00532,K02919 
JJHKIGFC_00533,K02518 
JJHKIGFC_00534,K01265 
JJHKIGFC_00553,K01887 
JJHKIGFC_00555,K02986 
JJHKIGFC_00556,K02916 
JJHKIGFC_00557,K18554 
JJHKIGFC_00559,K02520 
JJHKIGFC_00564,K01881 
JJHKIGFC_00566,K02939 
JJHKIGFC_00567,K02963 
JJHKIGFC_00568,K02990 
JJHKIGFC_00574,K01255 
JJHKIGFC_00575,K15255 
JJHKIGFC_00584,K07171 
JJHKIGFC_00588,K21498 
JJHKIGFC_00593,K07171 
JJHKIGFC_00606,K18626 
JJHKIGFC_00613,K07171 
JJHKIGFC_00622,K07171 
JJHKIGFC_00650,K06934 
JJHKIGFC_00689,K07171 
JJHKIGFC_00692,K21498 
JJHKIGFC_00705,K07171 
JJHKIGFC_00741,K07171 
JJHKIGFC_00747,K07171 
JJHKIGFC_00749,K07171 
JJHKIGFC_00750,K03536 
JJHKIGFC_00755,K07171 
JJHKIGFC_00765,K03427 
JJHKIGFC_00765,K01154 
JJHKIGFC_00766,K01154 
JJHKIGFC_00771,K02913 
JJHKIGFC_00772,K02959 
JJHKIGFC_00776,K03687 
JJHKIGFC_00779,K01867 
JJHKIGFC_00781,K01890 
JJHKIGFC_00791,K07171 
JJHKIGFC_00806,K07171 
JJHKIGFC_00808,K06223 
JJHKIGFC_00808,K01155 
JJHKIGFC_00811,K07052 
JJHKIGFC_00813,K10563 
JJHKIGFC_00814,K02950 
JJHKIGFC_00815,K02992 
JJHKIGFC_00816,K02355 
JJHKIGFC_00849,K01426 
JJHKIGFC_00851,K02888 
JJHKIGFC_00853,K03168 
JJHKIGFC_00859,K07171 
JJHKIGFC_00869,K07171 
JJHKIGFC_00917,K21498 
JJHKIGFC_00918,K07334 
JJHKIGFC_00929,K03470 
JJHKIGFC_00942,K07171 
JJHKIGFC_00949,K03496 
JJHKIGFC_00956,K07171 
JJHKIGFC_00993,K07171 
JJHKIGFC_01003,K00558 
JJHKIGFC_01018,K15255 
JJHKIGFC_01024,K07171 
JJHKIGFC_01028,K07171 
JJHKIGFC_01033,K07171 
JJHKIGFC_01038,K07171 
JJHKIGFC_01055,K07171 
JJHKIGFC_01058,K21498 
JJHKIGFC_01059,K07334 
JJHKIGFC_01063,K07171 
JJHKIGFC_01082,K07171 
JJHKIGFC_01099,K07488 
JJHKIGFC_01138,K07171 
