# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* JJHKIGFC_00256      K01876  291.87  356.2  2.8e-107 aspartyl-tRNA synthetase [EC:6.1.1.12]
* JJHKIGFC_00258      K00525  363.03  593.6  3.3e-179 ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]
* JJHKIGFC_00264      K07171   19.37   56.1   2.6e-16 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00266      K02503   86.80   99.7   1.1e-29 histidine triad (HIT) family protein
* JJHKIGFC_00267      K03553  103.57  353.6  1.1e-106 recombination protein RecA
* JJHKIGFC_00268      K02316   54.50  287.1   2.9e-86 DNA primase [EC:2.7.7.101]
* JJHKIGFC_00269      K03650  167.93  428.5  4.1e-129 tRNA modification GTPase [EC:3.6.-.-]
* JJHKIGFC_00273      K03177  215.57  290.5   1.6e-87 tRNA pseudouridine55 synthase [EC:5.4.99.25]
* JJHKIGFC_00278      K03427   97.00  253.8   2.6e-76 type I restriction enzyme M protein [EC:2.1.1.72]
* JJHKIGFC_00278      K01154   25.93   67.9   5.8e-20 type I restriction enzyme, S subunit [EC:3.1.21.3]
* JJHKIGFC_00284      K01869  429.83  945.9  3.1e-285 leucyl-tRNA synthetase [EC:6.1.1.4]
* JJHKIGFC_00286      K04567  302.73  658.0  1.4e-198 lysyl-tRNA synthetase, class II [EC:6.1.1.6]
* JJHKIGFC_00288      K01875   76.07  391.7  3.1e-118 seryl-tRNA synthetase [EC:6.1.1.11]
* JJHKIGFC_00289      K01880  107.30  305.2     8e-92 glycyl-tRNA synthetase [EC:6.1.1.14]
* JJHKIGFC_00294      K02874  102.87  126.2   8.2e-38 large subunit ribosomal protein L14
* JJHKIGFC_00296      K02931   99.93  191.7   7.5e-58 large subunit ribosomal protein L5
* JJHKIGFC_00297      K02954   24.90   58.5     5e-17 small subunit ribosomal protein S14
* JJHKIGFC_00298      K02994   89.83  131.1   2.6e-39 small subunit ribosomal protein S8
* JJHKIGFC_00299      K02933  112.43  137.2   5.3e-41 large subunit ribosomal protein L6
* JJHKIGFC_00300      K02881   60.30   86.8   1.2e-25 large subunit ribosomal protein L18
* JJHKIGFC_00304      K02876   42.03  148.8   1.6e-44 large subunit ribosomal protein L15
* JJHKIGFC_00315      K03427   97.00  130.5     6e-39 type I restriction enzyme M protein [EC:2.1.1.72]
* JJHKIGFC_00319      K02884   22.50   71.7   4.6e-21 large subunit ribosomal protein L19
* JJHKIGFC_00321      K02867   66.80   83.7   8.6e-25 large subunit ribosomal protein L11
* JJHKIGFC_00322      K03977  204.07  311.2   8.5e-94 GTPase
* JJHKIGFC_00327      K01889  109.70  342.6  2.6e-103 phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
* JJHKIGFC_00331      K21498   47.93   88.4   3.2e-26 antitoxin HigA-1
* JJHKIGFC_00334      K07334   76.87   89.0   1.9e-26 toxin HigB-1
* JJHKIGFC_00335      K21498   47.93   77.9   5.3e-23 antitoxin HigA-1
* JJHKIGFC_00342      K07056   83.27  221.4   9.9e-67 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
* JJHKIGFC_00346      K03495  121.13  865.2  3.3e-261 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
* JJHKIGFC_00365      K01885  303.63  494.2    5e-149 glutamyl-tRNA synthetase [EC:6.1.1.17]
* JJHKIGFC_00370      K07171   19.37   24.8   9.9e-07 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00374      K01156  140.97  311.1   1.3e-93 type III restriction enzyme [EC:3.1.21.5]
* JJHKIGFC_00379      K01972  100.33  620.3  4.2e-187 DNA ligase (NAD+) [EC:6.5.1.2]
* JJHKIGFC_00380      K03652   51.33  226.4   3.6e-68 DNA-3-methyladenine glycosylase [EC:3.2.2.21]
* JJHKIGFC_00383      K03703  248.20  425.8  2.5e-128 excinuclease ABC subunit C
* JJHKIGFC_00394      K21498   47.93  111.3   2.6e-33 antitoxin HigA-1
* JJHKIGFC_00400      K07496   31.67  234.3     2e-70 putative transposase
* JJHKIGFC_00434      K02357  118.20  191.4   1.8e-57 elongation factor Ts
* JJHKIGFC_00437      K00940  131.40  243.9   2.2e-73 nucleoside-diphosphate kinase [EC:2.7.4.6]
* JJHKIGFC_00440      K02863   98.10  165.0   1.8e-49 large subunit ribosomal protein L1
* JJHKIGFC_00442      K02838   26.67   95.4   2.1e-28 ribosome recycling factor
* JJHKIGFC_00450      K01866   93.67  232.1   7.9e-70 tyrosyl-tRNA synthetase [EC:6.1.1.1]
* JJHKIGFC_00458      K02935   28.83   67.7   7.3e-20 large subunit ribosomal protein L7/L12
* JJHKIGFC_00459      K03043  365.63  850.5  1.4e-256 DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
* JJHKIGFC_00460      K03046  542.03 1008.8  3.5e-304 DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
* JJHKIGFC_00463      K03657  379.80  520.4  7.3e-157 DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
* JJHKIGFC_00464      K03427   97.00  182.9     8e-55 type I restriction enzyme M protein [EC:2.1.1.72]
* JJHKIGFC_00465      K07584   35.60   70.3   1.3e-20 uncharacterized protein
* JJHKIGFC_00467      K01409   84.10  398.8  3.6e-120 N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
* JJHKIGFC_00473      K02864   56.00   84.9   4.9e-25 large subunit ribosomal protein L10
* JJHKIGFC_00476      K07171   19.37   81.4   4.9e-24 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00484      K01893  376.90  618.7  8.9e-187 asparaginyl-tRNA synthetase [EC:6.1.1.22]
* JJHKIGFC_00487      K01874  236.63  485.7  1.9e-146 methionyl-tRNA synthetase [EC:6.1.1.10]
* JJHKIGFC_00492      K21498   47.93  105.5   1.7e-31 antitoxin HigA-1
* JJHKIGFC_00496      K02871   70.00  150.6   3.6e-45 large subunit ribosomal protein L13
* JJHKIGFC_00497      K03438  118.37  381.7    4e-115 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
* JJHKIGFC_00500      K01873  589.77  757.2  1.8e-228 valyl-tRNA synthetase [EC:6.1.1.9]
* JJHKIGFC_00513      K01056   46.53  228.5   7.7e-69 peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
* JJHKIGFC_00516      K07052   25.67   53.3   1.4e-15 uncharacterized protein
* JJHKIGFC_00517      K01868  140.00  436.5  1.6e-131 threonyl-tRNA synthetase [EC:6.1.1.3]
* JJHKIGFC_00521      K01507   23.07  148.1   3.4e-44 inorganic pyrophosphatase [EC:3.6.1.1]
* JJHKIGFC_00522      K02878   86.63  175.5     1e-52 large subunit ribosomal protein L16
* JJHKIGFC_00523      K02982  108.80  163.5   4.1e-49 small subunit ribosomal protein S3
* JJHKIGFC_00524      K02890   79.10   93.2   1.1e-27 large subunit ribosomal protein L22
* JJHKIGFC_00525      K02965  108.47  119.8   1.2e-35 small subunit ribosomal protein S19
* JJHKIGFC_00526      K02886  162.97  325.6   3.5e-98 large subunit ribosomal protein L2
* JJHKIGFC_00530      K02948   97.70  100.4   8.9e-30 small subunit ribosomal protein S11
* JJHKIGFC_00531      K02952  115.63  136.4   5.3e-41 small subunit ribosomal protein S13
* JJHKIGFC_00532      K02919   27.60   61.7   6.7e-18 large subunit ribosomal protein L36
* JJHKIGFC_00533      K02518   47.27   48.6   4.4e-14 translation initiation factor IF-1
* JJHKIGFC_00534      K01265  125.50  246.9   3.6e-74 methionyl aminopeptidase [EC:3.4.11.18]
* JJHKIGFC_00553      K01887   47.77  362.7  2.8e-109 arginyl-tRNA synthetase [EC:6.1.1.19]
* JJHKIGFC_00555      K02986   77.73  192.3   7.4e-58 small subunit ribosomal protein S4
* JJHKIGFC_00556      K02916   22.97   28.8   8.8e-08 large subunit ribosomal protein L35
* JJHKIGFC_00557      K18554  117.60  133.3   6.2e-40 chloramphenicol 3-O phosphotransferase [EC:2.7.1.-]
* JJHKIGFC_00559      K02520   51.07  143.1   8.2e-43 translation initiation factor IF-3
* JJHKIGFC_00564      K01881  159.03  283.9   1.4e-85 prolyl-tRNA synthetase [EC:6.1.1.15]
* JJHKIGFC_00566      K02939   47.80   82.6   2.1e-24 large subunit ribosomal protein L9
* JJHKIGFC_00567      K02963   71.50   76.7   1.4e-22 small subunit ribosomal protein S18
* JJHKIGFC_00568      K02990   23.27   37.5   1.3e-10 small subunit ribosomal protein S6
* JJHKIGFC_00574      K01255  418.07  443.6  1.2e-133 leucyl aminopeptidase [EC:3.4.11.1]
* JJHKIGFC_00575      K15255   91.03  333.1  1.9e-100 ATP-dependent DNA helicase PIF1 [EC:3.6.4.12]
* JJHKIGFC_00584      K07171   19.37   86.2   1.6e-25 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00588      K21498   47.93   87.7   4.9e-26 antitoxin HigA-1
* JJHKIGFC_00593      K07171   19.37   79.8   1.5e-23 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00606      K18626   84.83  101.1   2.5e-30 trichohyalin
* JJHKIGFC_00613      K07171   19.37   61.2   7.3e-18 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00622      K07171   19.37   59.9   1.8e-17 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00650      K06934   32.83   54.9   4.5e-16 uncharacterized protein
* JJHKIGFC_00689      K07171   19.37   85.6   2.5e-25 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00692      K21498   47.93   85.4   2.6e-25 antitoxin HigA-1
* JJHKIGFC_00705      K07171   19.37   60.9   9.3e-18 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00741      K07171   19.37   92.3   2.2e-27 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00747      K07171   19.37   60.1   1.5e-17 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00749      K07171   19.37   77.6     7e-23 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00750      K03536   19.73   57.5   1.1e-16 ribonuclease P protein component [EC:3.1.26.5]
* JJHKIGFC_00755      K07171   19.37   89.5   1.6e-26 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00765      K03427   97.00  258.3   1.1e-77 type I restriction enzyme M protein [EC:2.1.1.72]
* JJHKIGFC_00765      K01154   25.93   86.5   1.3e-25 type I restriction enzyme, S subunit [EC:3.1.21.3]
* JJHKIGFC_00766      K01154   25.93   45.3     4e-13 type I restriction enzyme, S subunit [EC:3.1.21.3]
* JJHKIGFC_00771      K02913   23.47   31.7   9.6e-09 large subunit ribosomal protein L33
* JJHKIGFC_00772      K02959   28.23   82.0   3.7e-24 small subunit ribosomal protein S16
* JJHKIGFC_00776      K03687   30.90  118.1   2.9e-35 molecular chaperone GrpE
* JJHKIGFC_00779      K01867  137.37  268.3   8.8e-81 tryptophanyl-tRNA synthetase [EC:6.1.1.2]
* JJHKIGFC_00781      K01890  121.63  255.5   7.3e-77 phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
* JJHKIGFC_00791      K07171   19.37   72.3     3e-21 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00806      K07171   19.37   92.3   2.3e-27 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00808      K06223   68.57  265.0   8.7e-80 DNA adenine methylase [EC:2.1.1.72]
* JJHKIGFC_00808      K01155   25.73   76.9   1.8e-22 type II restriction enzyme [EC:3.1.21.4]
* JJHKIGFC_00811      K07052   25.67   71.3   4.6e-21 uncharacterized protein
* JJHKIGFC_00813      K10563  195.93  268.7   5.7e-81 formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]
* JJHKIGFC_00814      K02950   85.93  192.4   9.8e-58 small subunit ribosomal protein S12
* JJHKIGFC_00815      K02992  105.13  154.8   1.5e-46 small subunit ribosomal protein S7
* JJHKIGFC_00816      K02355  515.13  971.3  4.2e-293 elongation factor G
* JJHKIGFC_00849      K01426  211.53  234.6   1.8e-70 amidase [EC:3.5.1.4]
* JJHKIGFC_00851      K02888   25.87   97.6   5.9e-29 large subunit ribosomal protein L21
* JJHKIGFC_00853      K03168  435.60  491.5    4e-148 DNA topoisomerase I [EC:5.6.2.1]
* JJHKIGFC_00859      K07171   19.37   67.3   9.7e-20 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00869      K07171   19.37   35.9     4e-10 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00917      K21498   47.93   98.2     3e-29 antitoxin HigA-1
* JJHKIGFC_00918      K07334   76.87  108.5   2.2e-32 toxin HigB-1
* JJHKIGFC_00929      K03470  129.20  244.4   1.3e-73 ribonuclease HII [EC:3.1.26.4]
* JJHKIGFC_00942      K07171   19.37   82.8   1.8e-24 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00949      K03496  128.07  196.3   7.5e-59 chromosome partitioning protein
* JJHKIGFC_00956      K07171   19.37   74.7   5.3e-22 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_00993      K07171   19.37   78.7   3.2e-23 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_01003      K00558  160.57  273.2   1.7e-82 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
* JJHKIGFC_01018      K15255   91.03  323.0   2.1e-97 ATP-dependent DNA helicase PIF1 [EC:3.6.4.12]
* JJHKIGFC_01024      K07171   19.37   68.1   5.5e-20 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_01028      K07171   19.37   30.7   1.5e-08 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_01033      K07171   19.37   53.9   1.3e-15 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_01038      K07171   19.37  100.7   6.1e-30 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_01055      K07171   19.37   86.8   1.1e-25 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_01058      K21498   47.93  100.4     6e-30 antitoxin HigA-1
* JJHKIGFC_01059      K07334   76.87  104.5   3.5e-31 toxin HigB-1
* JJHKIGFC_01063      K07171   19.37   69.5   2.1e-20 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_01082      K07171   19.37   85.7   2.4e-25 mRNA interferase MazF [EC:3.1.-.-]
* JJHKIGFC_01099      K07488   43.87  110.9   4.7e-33 transposase
* JJHKIGFC_01138      K07171   19.37   61.8   4.9e-18 mRNA interferase MazF [EC:3.1.-.-]
