# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* JILDAGCH_00260      K02926   76.47  240.6   7.4e-73 large subunit ribosomal protein L4
* JILDAGCH_00262      K02886  162.97  359.8    5e-109 large subunit ribosomal protein L2
* JILDAGCH_00263      K02965  108.47  135.9   4.9e-41 small subunit ribosomal protein S19
* JILDAGCH_00264      K02890   79.10   85.4     1e-25 large subunit ribosomal protein L22
* JILDAGCH_00265      K02982  108.80  198.9   2.4e-60 small subunit ribosomal protein S3
* JILDAGCH_00266      K02878   86.63  175.8   2.8e-53 large subunit ribosomal protein L16
* JILDAGCH_00268      K02961   89.27   98.4   1.2e-29 small subunit ribosomal protein S17
* JILDAGCH_00269      K02874  102.87  134.4   9.1e-41 large subunit ribosomal protein L14
* JILDAGCH_00271      K02931   99.93  208.9   1.4e-63 large subunit ribosomal protein L5
* JILDAGCH_00272      K02954   24.90   52.5   1.2e-15 small subunit ribosomal protein S14
* JILDAGCH_00273      K02994   89.83  140.2   1.5e-42 small subunit ribosomal protein S8
* JILDAGCH_00274      K02933  112.43  184.0     1e-55 large subunit ribosomal protein L6
* JILDAGCH_00275      K02881   60.30   82.4   9.2e-25 large subunit ribosomal protein L18
* JILDAGCH_00276      K02988  140.23  166.1   2.8e-50 small subunit ribosomal protein S5
* JILDAGCH_00277      K02876   42.03  152.0   6.1e-46 large subunit ribosomal protein L15
* JILDAGCH_00280      K01265  125.50  236.6   1.7e-71 methionyl aminopeptidase [EC:3.4.11.18]
* JILDAGCH_00281      K02518   47.27   84.6   1.3e-25 translation initiation factor IF-1
* JILDAGCH_00282      K02952  115.63  145.2   3.9e-44 small subunit ribosomal protein S13
* JILDAGCH_00283      K02948   97.70  129.5   3.7e-39 small subunit ribosomal protein S11
* JILDAGCH_00284      K03040  130.30  155.5   3.9e-47 DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]
* JILDAGCH_00285      K02879   35.07   98.3   1.5e-29 large subunit ribosomal protein L17
* JILDAGCH_00288      K02871   70.00  149.2   3.3e-45 large subunit ribosomal protein L13
* JILDAGCH_00289      K02996  107.43  186.3   1.9e-56 small subunit ribosomal protein S9
* JILDAGCH_00291      K02867   66.80  111.4   1.2e-33 large subunit ribosomal protein L11
* JILDAGCH_00292      K02863   98.10  147.1   1.8e-44 large subunit ribosomal protein L1
* JILDAGCH_00293      K02864   56.00   72.2   1.3e-21 large subunit ribosomal protein L10
* JILDAGCH_00294      K02935   28.83   71.9   1.3e-21 large subunit ribosomal protein L7/L12
* JILDAGCH_00295      K03043  365.63  913.9  3.6e-276 DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]
* JILDAGCH_00296      K03046  542.03 1074.7         0 DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
* JILDAGCH_00297      K00566  428.00  433.1  2.1e-131 tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
* JILDAGCH_00298      K03977  204.07  270.7   5.6e-82 GTPase
* JILDAGCH_00303      K02909   22.33   65.2   9.9e-20 large subunit ribosomal protein L31
* JILDAGCH_00305      K02899   49.63  146.8   1.9e-44 large subunit ribosomal protein L27
* JILDAGCH_00308      K03164  252.80  289.8   8.3e-88 DNA topoisomerase II [EC:5.6.2.2]
* JILDAGCH_00309      K01868  140.00  414.3  2.9e-125 threonyl-tRNA synthetase [EC:6.1.1.3]
* JILDAGCH_00310      K02520   51.07  143.6     2e-43 translation initiation factor IF-3
* JILDAGCH_00311      K02916   22.97   67.6   3.4e-20 large subunit ribosomal protein L35
* JILDAGCH_00312      K02601   95.33  102.6   5.3e-31 transcription termination/antitermination protein NusG
* JILDAGCH_00314      K01869  429.83  925.2    2e-279 leucyl-tRNA synthetase [EC:6.1.1.4]
* JILDAGCH_00317      K02316   54.50  258.9   3.6e-78 DNA primase [EC:2.7.7.101]
* JILDAGCH_00319      K01867  137.37  288.5   2.3e-87 tryptophanyl-tRNA synthetase [EC:6.1.1.2]
* JILDAGCH_00322      K03218  217.53  220.1   8.9e-67 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]
* JILDAGCH_00323      K03702  143.73  896.9  6.3e-271 excinuclease ABC subunit B
* JILDAGCH_00324      K01893  376.90  582.1  3.7e-176 asparaginyl-tRNA synthetase [EC:6.1.1.22]
* JILDAGCH_00325      K02884   22.50   69.9   6.1e-21 large subunit ribosomal protein L19
* JILDAGCH_00328      K03648   88.37  247.1   1.2e-74 uracil-DNA glycosylase [EC:3.2.2.27]
* JILDAGCH_00329      K01972  100.33  554.3  1.3e-167 DNA ligase (NAD+) [EC:6.5.1.2]
* JILDAGCH_00332      K03553  103.57  393.3  3.3e-119 recombination protein RecA
* JILDAGCH_00335      K03530  115.93  131.4   8.5e-40 DNA-binding protein HU-beta
* JILDAGCH_00336      K03495  121.13  837.0  3.9e-253 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
* JILDAGCH_00337      K05592  533.77  535.9  3.5e-162 ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
* JILDAGCH_00345      K01889  109.70  320.4     5e-97 phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
* JILDAGCH_00354      K07171   19.37   65.2   1.6e-19 mRNA interferase MazF [EC:3.1.-.-]
* JILDAGCH_00360      K07171   19.37   77.5   2.7e-23 mRNA interferase MazF [EC:3.1.-.-]
* JILDAGCH_00415      K06218   35.80   47.4   8.3e-14 mRNA interferase RelE/StbE
* JILDAGCH_00418      K06218   35.80   73.3   8.8e-22 mRNA interferase RelE/StbE
* JILDAGCH_00430      K03151  132.87  368.7  1.2e-111 tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]
* JILDAGCH_00431      K02600   40.37  230.7   7.1e-70 transcription termination/antitermination protein NusA
* JILDAGCH_00432      K02519  306.67  506.5    4e-153 translation initiation factor IF-2
